id_player,preferred_foot,weak_foot_ability,skill_moves,overall_rating
266816,1,2,1,83
237678,1,3,3,83
240679,2,2,3,83
207410,1,4,4,83
226997,1,4,3,83
272076,1,5,4,83
225375,1,3,3,83
212218,2,3,2,83
233486,1,3,2,83
227069,1,4,2,83
226161,1,4,3,83
222077,1,4,3,83
231447,1,4,4,83
233748,1,4,5,83
251566,1,3,4,83
192883,1,5,4,83
201153,1,4,3,83
208093,2,4,3,83
226335,1,3,1,83
267275,1,5,4,83
264994,2,3,3,83
265252,1,4,3,83
226753,1,3,1,83
204638,1,3,2,83
264240,1,3,3,83
189513,1,4,3,83
228251,1,4,3,83
240950,1,4,4,83
264895,1,2,1,83
204935,2,4,1,83
262531,1,5,4,83
203841,1,3,1,83
243576,1,3,3,83
224987,1,2,1,83
227796,1,5,4,83
272001,1,3,4,83
220901,1,3,1,83
193747,1,4,3,83
225659,1,4,2,83
210413,2,3,2,83
266091,1,3,4,83
241545,1,4,4,83
226303,1,2,1,83
245367,1,3,4,83
226359,1,5,4,83
236499,1,2,3,83
233747,1,3,3,83
245839,2,5,4,83
199434,2,3,4,83
247263,1,4,2,83
252145,2,4,3,83
227326,1,3,4,83
228093,1,4,3,83
232756,1,4,2,83
223959,1,3,3,83
186345,1,4,3,83
207421,1,5,4,83
244369,2,4,4,83
265240,1,4,3,83
236640,1,3,4,83
220502,1,4,4,83
215333,1,4,3,83
197781,1,4,4,82
223334,1,3,3,82
238896,1,2,4,82
188567,1,4,4,82
264892,1,3,3,82
229906,2,2,4,82
193698,1,2,1,82
253175,1,4,3,82
267215,1,2,1,82
233364,1,4,4,82
227072,1,5,4,82
247679,1,3,3,82
251809,2,3,2,82
224371,2,3,4,82
216352,1,4,3,82
227357,1,3,2,82
256079,1,3,3,82
208333,1,4,3,82
252154,1,3,1,82
227421,2,3,2,82
192984,2,2,1,82
233927,2,4,5,82
264963,1,4,3,82
214997,1,4,4,82
239231,2,3,3,82
272009,1,3,4,82
199304,1,4,3,82
210411,1,3,4,82
227353,1,3,4,82
234574,1,4,4,82
202648,1,3,3,82
234396,2,3,4,82
259372,1,5,4,82
217870,1,3,3,82
231410,1,5,4,82
267268,1,3,4,82
233096,1,3,2,82
180930,1,5,3,82
256489,1,4,3,82
247090,1,4,3,82
200724,1,4,2,82
272007,1,3,3,82
230666,1,3,4,82
205498,1,3,3,82
232077,1,2,1,82
241464,2,3,2,82
205431,1,4,3,82
272201,1,3,3,82
211688,2,3,4,82
205186,1,3,1,82
228168,1,4,3,82
207862,1,3,2,82
206113,1,4,4,82
242964,1,3,3,82
241546,2,3,2,82
266973,1,5,3,82
209889,2,2,4,82
185122,1,2,1,82
227101,1,4,3,82
264986,2,3,3,82
243263,1,4,4,82
248715,1,3,3,82
209499,1,2,3,82
234060,1,3,3,82
210324,1,4,3,82
242024,1,3,4,82
192387,1,4,3,82
238074,1,4,3,82
266549,1,3,5,82
266384,1,3,3,82
236987,1,3,3,82
230938,1,4,3,82
226329,1,3,3,82
237679,1,4,4,82
208574,2,2,3,82
245155,2,3,4,82
247394,2,3,4,82
193301,1,4,4,82
219522,1,2,1,82
192563,1,3,1,82
216435,1,4,3,82
247791,1,3,3,82
230899,1,4,4,82
192505,2,4,3,82
239761,1,3,3,82
267339,1,3,3,82
258706,1,4,3,82
229582,1,3,2,82
210881,2,2,3,82
265063,1,3,3,82
215716,1,4,3,82
233084,1,3,3,82
270409,2,2,4,82
189596,1,4,3,82
243775,1,2,1,82
253072,1,3,3,82
247827,2,2,4,82
233150,2,3,3,82
230142,2,3,3,82
235659,1,4,4,82
209989,1,3,3,82
264954,2,4,3,82
236428,1,3,3,82
246178,2,2,1,82
233838,2,3,3,82
240638,1,4,4,82
258789,2,3,1,82
226271,2,3,4,82
227074,2,3,2,82
204883,2,3,1,82
244675,1,4,4,82
233049,1,3,5,82
210047,1,3,2,82
234236,2,3,4,82
227405,1,4,3,82
226985,1,3,4,82
227410,1,3,3,82
262058,1,4,3,82
205988,2,2,3,82
222737,2,3,4,82
189881,1,3,2,82
232074,1,3,3,82
216549,2,4,3,82
246287,1,3,4,82
212523,2,4,4,82
176580,1,4,3,82
212190,1,3,3,82
188943,1,4,1,82
259583,2,3,3,82
229558,1,3,3,82
233751,1,3,3,82
264453,2,3,3,82
227113,1,3,3,82
272208,2,2,2,82
201535,1,4,2,82
216201,1,3,4,82
221634,1,3,5,81
235844,1,3,2,81
227950,1,3,2,81
229476,1,3,3,81
264947,1,4,4,81
193105,1,3,1,81
220834,2,3,4,81
227348,1,3,3,81
263578,2,4,3,81
272008,1,3,3,81
233246,2,3,2,81
227535,1,4,4,81
225201,1,4,3,81
261740,1,4,3,81
189511,1,3,3,81
263007,1,5,3,81
231736,1,4,3,81
208268,1,4,3,81
213516,1,3,3,81
248794,1,3,4,81
210385,1,3,1,81
184392,1,5,3,81
243630,1,5,3,81
253469,1,2,2,81
231943,1,5,4,81
189805,1,5,3,81
209297,2,3,4,81
264866,2,3,3,81
264884,2,2,2,81
265860,1,3,4,81
259334,1,3,4,81
233341,1,3,2,81
235794,1,3,4,81
245630,1,3,3,81
248343,1,4,3,81
239807,1,4,3,81
202024,1,3,4,81
238216,1,3,3,81
267382,1,3,3,81
225663,1,4,4,81
233244,1,4,3,81
190765,1,4,3,81
241159,1,5,2,81
247103,2,3,2,81
228579,1,4,3,81
267269,1,4,3,81
256197,2,2,3,81
226973,1,3,3,81
227369,1,4,3,81
235152,1,4,4,81
232730,1,4,3,81
264971,1,3,3,81
239343,1,3,4,81
225850,2,3,2,81
243245,1,5,3,81
227678,1,3,2,81
246875,1,3,2,81
216354,1,4,4,81
237681,2,4,4,81
267336,1,3,3,81
265293,1,3,3,81
265311,1,4,3,81
226316,1,4,4,81
226354,1,3,3,81
213666,1,4,4,81
243952,1,3,1,81
226308,1,4,5,81
204525,2,3,2,81
236401,1,3,3,81
272112,2,3,2,81
235944,2,3,4,81
225116,2,3,1,81
267272,1,4,2,81
205175,2,3,3,81
255565,1,4,4,81
182494,1,2,1,81
227257,1,3,4,81
238422,1,4,3,81
262093,1,3,2,81
233556,2,4,4,81
200159,1,4,1,81
192366,1,3,2,81
265319,2,3,3,81
232498,2,3,3,81
226327,1,3,4,81
233934,1,3,1,81
231677,1,3,5,81
236703,2,2,3,81
227067,1,3,3,81
262545,1,4,4,81
204639,1,3,2,81
233195,2,3,3,81
235149,1,3,4,81
226975,1,3,4,81
226991,2,4,2,81
239344,2,4,4,81
225126,1,3,3,81
232363,1,2,2,81
225539,1,3,3,81
223952,1,3,1,81
202652,1,3,4,81
243261,1,3,3,81
236772,1,4,4,81
216393,1,5,4,81
227344,1,3,4,81
253306,1,3,3,81
244176,1,5,3,81
246657,1,4,1,81
208618,1,4,4,81
253109,1,4,3,81
261514,1,4,3,81
248550,1,2,2,81
196978,1,3,3,81
263013,1,3,2,81
277643,2,3,4,81
198717,1,3,5,81
226897,2,3,4,81
210406,1,5,3,81
248148,1,4,3,81
258576,1,4,4,80
210602,1,5,4,80
252308,1,2,2,80
189332,2,3,3,80
184087,1,4,2,80
224221,1,4,2,80
190674,1,3,3,80
245962,1,3,3,80
184200,1,4,4,80
206511,2,2,3,80
231913,1,3,3,80
271942,1,3,4,80
231652,1,3,3,80
201942,1,4,5,80
264652,1,3,4,80
234742,1,4,3,80
242187,1,3,4,80
215223,1,2,1,80
257179,2,2,2,80
265857,1,3,2,80
265001,1,3,3,80
236480,1,3,4,80
190815,2,3,3,80
225951,1,4,4,80
259075,1,3,3,80
243241,2,3,2,80
264864,1,3,3,80
228881,1,3,3,80
272010,1,4,2,80
268303,1,4,5,80
251752,1,3,1,80
246172,2,2,4,80
239093,1,3,3,80
265901,1,4,2,80
227351,2,2,3,80
236641,1,3,2,80
237985,1,3,2,80
244045,2,4,2,80
256612,1,4,3,80
190149,1,2,4,80
235840,1,3,1,80
202335,1,2,2,80
246420,1,3,4,80
266866,1,3,3,80
264933,1,3,4,80
247811,2,3,4,80
232487,1,4,3,80
237942,2,3,3,80
210676,1,2,1,80
264940,1,3,4,80
242444,1,4,5,80
265900,1,3,3,80
202651,2,3,4,80
261835,1,4,3,80
227387,1,4,4,80
216320,1,4,3,80
237221,1,3,3,80
269131,1,3,4,80
231591,2,2,4,80
227204,1,3,1,80
265861,2,3,4,80
230786,1,3,3,80
239791,1,3,3,80
227890,2,2,5,80
225100,1,3,3,80
240690,2,2,4,80
272081,1,3,3,80
192318,1,4,4,80
212096,1,2,4,80
193198,1,2,3,80
238004,1,4,3,80
236496,1,3,4,80
272145,1,3,4,80
259307,1,3,3,80
261865,2,3,2,80
238463,1,2,3,80
267368,1,2,1,80
200888,1,3,3,80
183711,1,3,3,80
271945,1,4,3,80
244669,1,3,3,80
213648,1,4,3,80
247257,1,2,2,80
265250,1,4,3,80
267234,1,4,4,80
265069,1,3,3,80
266568,1,3,1,80
257530,1,4,3,80
268262,1,4,3,80
73562,1,2,1,80
265271,1,3,3,80
265849,1,3,2,80
247790,1,4,3,80
213565,2,3,4,80
241671,1,2,1,80
226226,2,3,4,80
201505,1,3,2,80
267321,1,2,1,80
203263,1,3,2,80
236045,2,3,3,80
246928,2,3,3,80
272050,1,2,3,80
191202,2,3,3,80
243014,2,2,4,80
236804,2,2,3,80
272110,2,3,3,80
265058,1,3,3,80
272013,1,2,2,80
234642,1,2,1,80
175943,1,4,4,80
237646,1,3,2,80
223710,2,3,3,80
212814,1,4,3,80
146536,1,2,4,80
236632,2,3,5,80
223885,1,5,1,80
226318,1,3,3,80
267238,1,3,3,80
223273,1,4,4,80
229188,1,4,3,80
216409,2,4,4,80
243769,1,3,4,80
168651,1,4,3,80
264936,1,3,4,80
265843,1,4,4,80
244263,1,4,2,80
205157,1,3,3,80
216388,1,4,5,80
220793,1,2,2,80
219693,1,4,3,80
205686,1,5,4,80
163587,1,3,1,80
265035,1,3,4,80
207566,1,4,3,80
243854,1,3,2,80
235973,2,3,3,80
241788,1,4,4,80
202695,1,4,2,80
245388,1,2,3,80
212228,1,3,3,80
227191,1,3,2,80
231347,1,3,3,80
241461,1,4,4,80
219789,1,3,3,80
199833,1,1,1,80
228941,1,3,4,80
200155,1,5,4,80
201519,1,3,3,80
256302,1,3,3,80
212188,1,4,3,80
248793,1,3,3,80
177413,1,4,3,80
263205,1,3,4,80
264903,1,3,4,80
270673,1,4,3,80
227236,1,3,3,80
215270,1,3,4,80
208670,2,2,5,80
233738,1,3,2,80
251852,2,4,4,79
265023,2,3,2,79
244749,2,3,2,79
264987,1,3,2,79
242641,2,3,4,79
157481,1,3,2,79
272202,1,3,3,79
206585,1,4,1,79
228413,1,2,1,79
228520,1,5,3,79
184432,1,3,2,79
257279,1,4,3,79
245235,1,5,3,79
265450,2,4,4,79
242835,1,3,2,79
267329,1,3,2,79
178562,1,4,4,79
246356,1,4,4,79
229905,2,2,2,79
265262,1,3,2,79
265905,1,3,4,79
227330,1,3,1,79
183512,2,3,3,79
200260,2,2,3,79
225953,1,1,4,79
201389,2,3,3,79
200110,1,2,1,79
265280,1,3,3,79
248266,1,3,3,79
189125,1,3,4,79
247649,2,5,2,79
251810,1,4,3,79
264946,1,3,3,79
238186,1,2,1,79
273153,1,4,4,79
271568,2,3,4,79
240243,1,4,4,79
227174,1,2,3,79
237712,1,3,3,79
243976,1,3,2,79
222509,1,3,4,79
264865,2,2,1,79
229984,2,3,3,79
241549,1,3,2,79
199422,1,3,3,79
267217,1,3,3,79
246364,1,3,2,79
158625,2,4,3,79
264890,1,3,3,79
261843,1,3,3,79
251470,2,3,4,79
208461,1,3,3,79
267677,1,3,2,79
231612,2,3,3,79
233839,1,3,3,79
267318,1,3,4,79
238900,1,3,3,79
251804,1,4,4,79
246242,1,3,3,79
251445,1,3,3,79
200458,2,1,3,79
211348,1,2,1,79
229942,1,2,2,79
212219,1,3,2,79
242619,1,3,3,79
199915,1,3,2,79
243032,2,4,3,79
272084,1,2,2,79
235619,2,2,4,79
190813,1,3,4,79
241390,1,4,4,79
226221,1,3,2,79
265073,2,4,3,79
264991,1,3,2,79
242280,1,4,3,79
211738,1,4,1,79
265937,2,3,4,79
208448,1,4,4,79
241925,1,4,4,79
242797,1,3,2,79
256303,1,3,4,79
216447,2,3,3,79
268438,1,4,3,79
241187,1,3,2,79
236015,1,2,4,79
210930,2,4,4,79
241182,1,3,3,79
245152,2,4,3,79
206590,1,5,4,79
272834,1,3,3,79
223697,2,3,3,79
264982,2,3,3,79
246147,2,5,4,79
233852,1,4,3,79
264899,1,3,1,79
267497,1,3,3,79
231184,1,4,3,79
205693,1,3,3,79
264990,1,4,3,79
233306,1,3,1,79
220876,1,3,4,79
234205,2,3,2,79
259197,1,3,3,79
264969,1,2,3,79
265054,1,3,1,79
242434,1,4,4,79
232432,1,5,3,79
225403,2,3,3,79
227109,1,4,2,79
222331,1,3,2,79
236532,1,4,2,79
207993,2,2,2,79
201455,2,3,3,79
265020,1,2,3,79
170368,2,3,4,79
239380,1,4,5,79
235374,1,3,3,79
243780,2,3,4,79
230020,1,4,3,79
212811,1,4,3,79
266937,1,3,2,79
213991,1,4,3,79
272213,1,2,1,79
264807,1,4,3,79
231366,1,3,2,79
208104,1,3,1,79
267289,1,2,2,79
167948,2,1,1,79
238616,2,4,4,79
199482,2,2,1,79
228628,1,3,3,79
221087,2,3,1,79
262138,2,2,2,79
231416,2,3,4,79
228789,1,4,1,79
248465,2,4,3,79
221342,1,3,3,79
212442,1,2,1,79
265243,1,4,3,79
256675,1,3,4,79
260815,1,3,2,79
224031,1,4,3,79
236461,1,4,3,79
265326,1,3,3,79
228635,1,4,3,79
210897,1,3,2,79
211093,2,4,4,79
267386,2,3,3,79
212476,1,5,3,79
271944,1,2,2,79
226351,2,3,4,79
238095,1,3,2,79
247805,1,3,2,79
226627,1,4,3,79
212419,2,2,3,79
227647,2,2,3,79
268992,1,4,3,79
217036,2,2,3,79
242087,1,5,3,79
234569,1,2,2,79
210021,1,5,3,79
226166,1,3,3,79
265072,1,3,3,79
243379,1,2,1,79
214979,1,3,1,79
272212,2,2,1,79
239482,1,3,4,79
261855,1,4,4,79
240734,2,4,4,79
223550,1,3,1,79
262458,1,4,4,79
269404,2,4,4,79
265340,1,3,4,79
265893,1,3,2,79
272051,1,4,4,79
215590,1,4,4,79
198009,1,3,1,79
239613,2,2,3,79
227734,1,3,4,79
269626,1,2,1,79
238717,2,3,2,79
259377,1,4,3,79
235962,1,3,3,79
264348,1,4,4,79
256903,1,4,2,79
229348,2,3,3,79
267226,1,4,3,79
272113,1,2,2,79
226376,2,3,4,79
199576,1,3,2,79
223874,1,4,3,79
201269,1,2,1,79
215316,1,3,1,79
229891,1,4,2,79
228724,2,3,4,79
259868,1,3,2,79
226710,1,3,3,79
241854,1,3,2,79
260592,1,4,4,79
245826,1,3,3,79
204614,2,3,3,79
252802,1,2,3,79
189908,1,3,1,79
244059,1,3,3,79
236792,1,3,3,79
202884,1,4,4,79
264980,2,3,4,79
265304,1,5,4,79
270086,1,2,2,79
205812,1,2,1,79
236786,1,3,3,79
226491,2,3,3,79
251805,1,3,3,79
251806,1,4,3,79
187598,1,3,2,79
272011,1,3,4,79
272203,1,3,3,79
267212,1,2,1,79
205678,1,4,3,79
241095,1,5,3,79
229880,1,2,3,79
226360,2,4,3,79
205569,1,3,3,79
266093,1,4,3,79
222028,1,3,3,79
234824,1,3,3,79
267281,1,3,2,79
229261,1,3,3,79
216150,1,3,3,79
239763,2,2,4,79
227813,2,3,3,79
250961,1,3,4,79
258648,2,2,3,79
246688,1,3,3,78
231352,1,3,3,78
222104,1,3,2,78
255223,2,3,4,78
230021,1,3,2,78
253435,1,4,2,78
230977,2,1,4,78
225309,1,3,4,78
224158,1,2,3,78
263964,1,3,3,78
190717,1,3,4,78
232665,1,3,3,78
217998,1,3,3,78
274754,1,3,3,78
242578,2,3,2,78
236791,2,3,4,78
210243,1,4,3,78
254548,2,3,3,78
199189,1,5,4,78
198141,1,3,3,78
265101,2,3,3,78
254117,1,3,4,78
208596,1,4,2,78
235997,1,3,3,78
220621,1,4,4,78
224196,2,4,3,78
213296,2,2,4,78
237321,1,3,3,78
240451,2,3,3,78
261307,1,4,4,78
247461,1,3,2,78
246359,1,3,4,78
225863,2,4,3,78
251380,2,2,2,78
226355,1,4,4,78
265300,1,3,3,78
188335,2,4,3,78
226162,1,4,4,78
189117,1,2,1,78
198032,2,3,2,78
227928,1,3,4,78
257711,2,4,3,78
246646,1,3,3,78
226766,1,4,4,78
230918,1,3,3,78
251988,2,3,3,78
265341,1,3,4,78
278016,2,3,2,78
244470,1,3,3,78
261829,1,3,2,78
211748,2,4,4,78
237386,2,3,3,78
221610,1,3,1,78
270531,1,4,2,78
208165,1,3,2,78
227290,2,2,1,78
232639,2,3,4,78
232658,1,3,2,78
272067,2,3,3,78
267381,1,4,3,78
254909,2,3,4,78
188152,1,3,4,78
267350,1,3,3,78
243586,2,2,3,78
234200,1,4,3,78
246174,2,3,4,78
190460,1,5,4,78
247131,2,3,3,78
230670,1,2,1,78
272079,2,3,2,78
261050,2,2,4,78
264900,1,3,3,78
267384,1,4,3,78
248695,1,3,2,78
265080,1,3,4,78
212138,1,3,3,78
272056,1,3,4,78
229153,2,3,4,78
245037,1,3,2,78
211022,2,2,4,78
246606,2,3,3,78
266872,1,3,2,78
208919,2,3,4,78
226320,1,3,3,78
245871,1,2,1,78
273463,1,3,3,78
199823,1,3,4,78
201119,2,2,4,78
227115,1,4,4,78
240753,1,3,4,78
221284,1,2,2,78
246104,1,4,4,78
199439,2,3,3,78
189690,1,3,1,78
264309,2,3,4,78
209846,2,2,3,78
213761,1,3,3,78
263009,1,3,1,78
265274,1,5,4,78
227562,1,4,4,78
268989,1,2,1,78
237034,1,4,4,78
156519,1,5,3,78
191740,1,4,3,78
224003,1,3,1,78
260697,1,3,2,78
208450,1,4,4,78
265059,1,2,3,78
259399,2,3,3,78
227003,1,4,4,78
226380,1,4,4,78
224179,1,3,3,78
198219,1,4,4,78
232905,1,4,4,78
197891,1,3,3,78
251421,1,4,3,78
206075,1,3,1,78
224309,1,4,3,78
255654,1,3,2,78
195365,1,4,3,78
222558,1,3,3,78
236610,1,3,3,78
264967,1,3,1,78
265070,1,2,3,78
262092,1,4,3,78
267221,1,4,2,78
251353,1,4,3,78
209519,2,4,3,78
243593,1,3,4,78
264905,1,3,2,78
246029,1,3,3,78
221660,1,4,3,78
265004,1,2,2,78
262118,1,4,3,78
221992,1,3,3,78
253124,1,3,3,78
254796,2,3,4,78
234678,1,3,3,78
244261,2,3,4,78
239433,1,3,3,78
163705,1,2,1,78
206594,2,2,3,78
272101,1,4,3,78
242000,1,3,2,78
243264,1,3,3,78
238744,1,3,3,78
237238,1,3,3,78
189682,2,3,2,78
246186,1,4,3,78
173426,1,3,1,78
247495,1,4,3,78
233064,1,4,3,78
194404,1,2,1,78
199110,1,4,4,78
238621,1,2,2,78
234426,2,3,2,78
264725,1,5,4,78
226790,1,4,3,78
235658,1,2,2,78
272123,2,3,4,78
208421,2,4,3,78
266939,2,4,3,78
240452,2,4,2,78
242530,1,4,4,78
232440,2,2,3,78
257057,1,4,3,78
272053,2,3,3,78
265903,1,3,3,78
198784,1,4,4,78
256196,2,3,2,78
210736,2,2,3,78
207439,1,4,4,78
228302,2,2,3,78
244064,1,4,4,78
226110,2,2,4,78
193061,1,4,4,78
272064,1,3,3,78
223671,1,3,2,78
256688,1,4,4,78
242816,1,3,3,78
227404,1,3,3,78
234579,1,3,4,78
271444,2,3,3,78
241727,1,2,1,78
264901,1,5,3,78
246923,1,4,3,78
253002,1,5,4,78
230625,2,2,3,78
247832,1,4,3,78
265526,2,3,1,78
220414,2,2,2,78
233343,1,3,3,78
252324,1,3,3,78
235945,2,3,3,78
251011,1,4,3,78
268993,1,3,3,78
247796,1,3,1,78
173373,1,3,1,78
238096,1,3,4,78
255001,1,4,3,78
199005,1,4,1,78
267227,1,3,3,78
242664,1,4,4,78
245959,2,3,2,78
267328,1,3,3,78
265188,1,3,2,78
244301,1,3,1,78
236506,2,4,3,78
244374,1,3,3,78
240017,2,4,4,78
234153,1,4,3,78
229752,1,4,3,78
232119,1,4,2,78
267264,2,3,2,78
250959,2,3,3,78
269805,1,2,1,78
211256,2,2,3,78
195479,1,2,3,78
244309,2,5,3,78
245211,1,1,2,78
256261,1,4,2,78
247246,1,3,3,78
232938,1,5,2,78
199813,1,3,2,78
244778,2,2,4,78
250753,1,2,1,78
264999,1,2,1,78
263012,1,4,2,78
223197,1,4,3,78
260599,1,3,3,78
219985,1,3,3,78
258729,1,4,3,78
172871,2,3,3,78
264891,1,3,4,78
265118,1,2,1,78
265295,1,3,1,78
241847,1,3,2,78
267391,1,3,3,78
259240,2,4,3,78
181291,1,4,3,78
241522,1,3,4,78
269087,1,3,2,78
235594,2,3,2,78
238067,2,2,4,78
265102,1,3,4,78
220746,2,3,4,78
204311,1,3,2,78
199069,1,4,4,77
232999,1,3,3,77
243627,1,3,3,77
258575,1,3,2,77
263880,2,3,1,77
223597,1,2,3,77
258580,1,3,4,77
273946,1,3,3,77
240359,2,3,2,77
272138,1,4,4,77
244316,1,2,1,77
201305,1,2,2,77
214584,1,2,1,77
255106,1,3,2,77
208250,2,4,3,77
240709,1,4,3,77
203581,1,3,3,77
247463,1,4,3,77
225085,1,4,4,77
276359,1,3,3,77
271400,1,4,4,77
204529,1,5,3,77
263966,1,3,4,77
246786,1,3,3,77
272207,2,3,3,77
212404,2,3,4,77
262394,1,3,2,77
232229,1,2,1,77
220714,2,3,3,77
241736,1,3,2,77
231102,2,2,4,77
204092,1,3,1,77
224422,1,3,4,77
202750,1,4,2,77
265076,1,2,1,77
267530,2,3,3,77
237658,1,3,2,77
264998,1,2,2,77
225149,1,4,1,77
203042,1,4,1,77
244373,1,4,3,77
226300,1,3,1,77
221479,1,2,3,77
258966,2,5,3,77
202848,1,4,3,77
253437,1,3,4,77
228174,1,3,2,77
234568,1,3,4,77
270559,1,3,3,77
239770,1,3,2,77
222501,1,3,3,77
225014,1,3,4,77
211361,1,4,3,77
179813,1,4,3,77
266967,1,2,1,77
265025,1,4,3,77
239340,2,2,2,77
270670,1,3,4,77
215410,1,3,2,77
279799,2,4,4,77
199987,1,3,1,77
219812,2,4,3,77
262859,2,3,2,77
224294,1,4,3,77
234112,1,3,3,77
264989,1,2,3,77
245875,1,3,2,77
234505,1,4,4,77
274780,1,5,3,77
252021,1,4,2,77
236276,1,4,4,77
194806,1,2,2,77
212091,1,3,3,77
243559,1,4,4,77
263781,1,3,3,77
210315,1,4,4,77
245977,1,4,3,77
266970,1,3,2,77
246565,1,3,2,77
271302,1,3,3,77
214436,1,3,2,77
267311,1,3,3,77
231633,1,3,2,77
235633,1,3,1,77
217940,1,4,2,77
237819,1,5,3,77
262090,1,4,3,77
241585,2,3,2,77
252483,2,3,2,77
236918,2,3,3,77
221125,1,2,3,77
197031,1,3,3,77
220969,2,4,4,77
222357,1,4,3,77
220651,2,3,4,77
265305,1,3,4,77
164835,1,2,1,77
242577,2,3,4,77
253004,1,4,4,77
193314,1,2,1,77
215998,2,2,4,77
269421,1,2,3,77
256958,2,3,3,77
248799,2,5,3,77
245538,1,5,3,77
206098,1,3,2,77
240277,1,3,2,77
245443,1,3,3,77
224411,1,4,4,77
246286,1,3,4,77
219581,1,3,2,77
253742,1,3,4,77
240507,1,4,4,77
251892,1,3,3,77
255069,1,3,3,77
272004,1,3,3,77
167959,1,2,1,77
190113,1,3,1,77
271121,2,3,3,77
220093,1,3,3,77
203486,1,4,4,77
224494,2,2,3,77
272225,1,3,3,77
229659,1,4,3,77
255971,1,3,3,77
275971,1,3,3,77
273177,1,2,4,77
264941,1,3,1,77
267220,1,3,2,77
240740,1,3,4,77
274644,1,3,2,77
234612,2,3,4,77
258683,2,3,3,77
190584,1,3,3,77
258015,1,4,3,77
213655,1,3,4,77
226537,2,5,3,77
227356,2,3,3,77
229723,1,4,3,77
258485,1,2,1,77
272163,1,4,4,77
252042,1,4,3,77
239901,1,3,3,77
253444,1,3,3,77
240913,1,4,1,77
260908,2,3,3,77
245336,2,4,2,77
214096,2,5,2,77
236920,1,4,4,77
264922,2,4,3,77
252064,2,3,3,77
236642,1,3,3,77
246358,1,4,4,77
