id_player,player_abilities
239053,Relentless
239053,Trivela
239053,Power Shot+
210257,Pinged Pass
210257,Cross Claimer
210257,Long Ball Pass+
218667,Tiki Taka
218667,Whipped Pass
218667,Flair
218667,Relentless
218667,Trivela
218667,Technical+
245802,Whipped Pass
245802,Technical
245802,First Touch
227316,Power Header
227316,Long Ball Pass
227316,Jockey
227316,Aerial
227316,Anticipate+
227323,Finesse Shot
227323,Dead Ball
227323,Incisive Pass
227323,Whipped Pass
227323,Rapid
227323,Quick Step
227323,Relentless
200389,Far Throw
200389,Cross Claimer
200389,Far Reach+
227190,Power Header
227190,Jockey
227190,Bruiser
227190,Aerial
227190,Slide Tackle+
205452,Jockey
205452,Block
205452,Acrobatic
205452,Aerial
205452,Bruiser+
245956,Cross Claimer
245956,1v1 Close Down+
256630,Finesse Shot
256630,Chip Shot
256630,Technical
256630,Flair
256630,First Touch
256630,Trivela
256630,Incisive Pass+
235073,Far Throw
235073,Deflector
235073,1v1 Close Down+
243715,Jockey
243715,Anticipate+
232293,Chip Shot
232293,Power Header
232293,Rapid
232293,Acrobatic
256790,Incisive Pass
256790,Flair
256790,Trickster
256790,Technical+
246669,Finesse Shot
246669,Whipped Pass
246669,Technical
246669,Flair
226302,Bruiser
226302,Trivela
226302,Acrobatic
226302,Aerial
226302,Power Header+
211110,Finesse Shot
211110,Dead Ball
211110,Incisive Pass
211110,Technical
211110,Flair
211110,Trivela
211110,First Touch+
232656,Anticipate
232656,Rapid
232656,Quick Step
232656,Relentless
232656,Long Throw
232656,Bruiser+
233662,Whipped Pass
233662,Jockey
233662,Block
233662,Anticipate
233662,Technical
233662,Quick Step
233662,Relentless
190871,Incisive Pass
190871,Technical
190871,Flair
190871,First Touch
190871,Trivela
190871,Trickster+
234378,Long Ball Pass
234378,Block
234378,Intercept
234378,Press Proven
232073,Finesse Shot
232073,Technical
232073,Flair
232073,First Touch
232073,Quick Step
228702,Incisive Pass
228702,Long Ball Pass
228702,Tiki Taka
228702,Flair
228702,Press Proven
228702,Trivela+
215698,Far Throw
215698,Cross Claimer
215698,Deflector+
212198,Dead Ball
212198,Incisive Pass
212198,Pinged Pass
212198,Flair
212198,First Touch
212198,Relentless
212198,Long Ball Pass+
232075,Incisive Pass
232075,Tiki Taka
232075,Technical
232075,First Touch
232075,Pinged Pass+
200104,Rapid
200104,Quick Step
200104,Finesse Shot+
207865,Power Header
207865,Jockey
207865,Anticipate
207865,Aerial
207865,Intercept+
237383,Pinged Pass
237383,Long Ball Pass
237383,Jockey
237383,Anticipate
237383,Intercept+
186942,Incisive Pass
186942,Tiki Taka
186942,Press Proven
186942,First Touch+
241846,Rapid+
202811,Footwork
202811,1v1 Close Down+
224232,Pinged Pass
224232,Intercept
224232,Anticipate
224232,Slide Tackle
224232,Press Proven
224232,Relentless+
177683,Far Reach+
20801,Power Header
20801,Flair
20801,Trickster
20801,Trivela
20801,Acrobatic
20801,Aerial
20801,Power Shot+
232580,Power Header
232580,Aerial
232580,Bruiser+
199503,Finesse Shot
199503,Power Shot
199503,Incisive Pass
199503,Slide Tackle
199503,Bruiser
199503,Long Ball Pass+
246219,Press Proven
246219,Aerial+
243812,Finesse Shot
243812,Dead Ball
243812,Technical
243812,Flair
210514,Whipped Pass
210514,Block
210514,Technical
210514,Flair
210514,First Touch
210514,Trivela
241721,Finesse Shot
241721,Incisive Pass
241721,Whipped Pass
241721,Flair
241721,Trickster
241721,Quick Step
241721,Rapid+
227013,Whipped Pass
227013,Technical
227013,First Touch
227013,Trickster
227013,Quick Step
227013,Jockey+
210035,Finesse Shot
210035,Dead Ball
210035,Whipped Pass+
177003,Incisive Pass
177003,Long Ball Pass
177003,Whipped Pass
177003,Technical
177003,Trivela+
265674,Dead Ball
265674,Intercept
265674,Anticipate
265674,Technical
265674,Quick Step
265674,Relentless
265674,Whipped Pass+
239837,Power Shot
239837,Dead Ball
239837,Incisive Pass
239837,Press Proven
239837,Pinged Pass+
257008,Finesse Shot
257008,Whipped Pass
257008,Rapid
257008,First Touch
257008,Quick Step
257008,Trivela
204963,Whipped Pass
204963,Block
247504,Footwork
231443,Pinged Pass
231443,Flair
231443,Trickster
231443,Quick Step
231443,Rapid+
265249,Long Ball Pass
265249,Whipped Pass
265249,Rapid
265249,Flair
265249,First Touch
265249,Quick Step
265249,Trickster+
248717,Power Shot
248717,Long Ball Pass
248717,Intercept
248717,Anticipate
248717,Slide Tackle
248717,Press Proven
248717,Bruiser+
231281,Dead Ball
231281,Incisive Pass
231281,Long Ball Pass
231281,Relentless
231281,Whipped Pass+
251854,Long Ball Pass
251854,Tiki Taka
251854,Technical
251854,First Touch
251854,Relentless
251854,Incisive Pass+
237197,Incisive Pass
237197,Long Ball Pass
237197,Anticipate
237197,Relentless+
213331,Aerial
165153,Finesse Shot
165153,Incisive Pass
165153,First Touch
165153,Relentless
165153,Trivela
239580,Power Header
239580,Long Ball Pass
239580,Block
239580,Intercept
239580,Bruiser
239580,Aerial
212622,Finesse Shot
212622,Whipped Pass
212622,Anticipate
212622,Press Proven
212622,Relentless
212622,Long Ball Pass+
257001,Dead Ball
257001,Whipped Pass
257001,Technical
257001,Flair
257001,Trickster
257001,Quick Step
230869,Pinged Pass
230869,Long Ball Pass
230869,Footwork
230869,1v1 Close Down
231432,Finesse Shot
231432,Power Shot
231432,Dead Ball
231432,Long Ball Pass
231432,Acrobatic
231432,Aerial
231432,Incisive Pass+
244302,Power Header
244302,Quick Step
167495,Long Ball Pass
167495,Far Throw
167495,Pinged Pass+
240714,Technical
240714,First Touch
245872,Incisive Pass
245872,Press Proven+
208128,Anticipate
208128,Technical
208128,First Touch
208128,Incisive Pass+
247635,Finesse Shot
247635,Incisive Pass
247635,Technical
247635,Flair
247635,Trickster
247635,Trivela
231521,Intercept
231521,Anticipate
226851,Intercept
226851,Jockey+
264939,Technical
264939,First Touch
246774,Finesse Shot
246774,Technical
246774,First Touch
246774,Quick Step
246774,Relentless
246774,Aerial
227127,Far Throw
227127,Footwork
266928,Finesse Shot
266928,Rapid
266928,Flair
266928,Trickster
266928,Quick Step
266928,Relentless
266928,Trivela
232488,Intercept
232488,Slide Tackle
232488,Bruiser
232488,Aerial
204923,Finesse Shot
204923,Power Shot
204923,Pinged Pass
204923,Trivela
243404,Pinged Pass
243404,Long Ball Pass
243404,Jockey
243404,Technical
243404,Flair
243404,First Touch
263011,Chip Shot
263011,Incisive Pass
263011,Technical
263011,Trickster
263011,Trivela
263011,Flair+
200145,Long Ball Pass
200145,Block
200145,Slide Tackle
200145,Bruiser
240091,Footwork
226890,Technical
226890,First Touch
226890,Trickster
226890,Trivela
226890,Acrobatic
226890,Flair+
264886,Long Ball Pass
264886,Intercept
264886,Aerial
246430,Finesse Shot
246430,Chip Shot
246430,Dead Ball
246430,Flair
188377,Jockey
188377,Rapid
188377,Long Throw
245879,Chip Shot
245879,Incisive Pass
245879,Technical
245879,First Touch
245879,Trickster
245879,Trivela
231936,Block
265242,Cross Claimer
265242,1v1 Close Down
224334,Power Shot
224334,Long Ball Pass
224334,Anticipate
224334,Bruiser
224334,Flair
224334,Relentless
224334,Trivela
246630,Rapid
246630,Flair
246630,Quick Step
246630,Relentless
212242,Power Shot
212242,Bruiser
212242,Relentless
240717,Finesse Shot
240717,Technical
240717,Quick Step
226754,Incisive Pass
226754,Tiki Taka
226754,Technical
210935,Dead Ball
210935,Incisive Pass
210935,Technical
210935,Flair
210935,Trivela
264968,Power Shot
264968,First Touch
264968,Press Proven
264968,Acrobatic
248822,Finesse Shot
248822,Incisive Pass
248822,Whipped Pass
248822,Jockey
248822,Press Proven
248243,Jockey
248243,Block
248243,Bruiser
248243,Technical
248243,Flair
262457,Intercept
262457,Rapid
262457,Relentless
240030,Block
240030,Long Throw
208418,Whipped Pass
208418,Technical
208418,Flair
208418,Trivela
227119,Whipped Pass
227119,Rapid
227119,Quick Step
213661,
268942,Cross Claimer
245882,Power Shot
245882,Pinged Pass
245882,Whipped Pass
245882,Anticipate
245882,Press Proven
245882,Relentless
245882,Trivela
198176,Jockey
198176,Aerial
183898,Finesse Shot
183898,Chip Shot
183898,Incisive Pass
183898,Technical
183898,Flair
183898,Trickster
183898,Trivela
241852,Rapid
241852,First Touch
241852,Quick Step+
265898,Finesse Shot
265898,Incisive Pass
265898,Technical
265898,Flair
265898,Quick Step
265898,Trivela
265898,Chip Shot+
265536,Power Header
265536,Aerial
265536,Long Ball Pass+
235410,Rapid
235410,Quick Step
235410,Relentless
235410,Aerial
235410,Power Header+
226998,Block
226998,Anticipate
226998,Aerial
216547,Rapid
216547,Flair
216547,First Touch
216547,Quick Step
216547,Trivela
216547,Acrobatic
267201,Incisive Pass
261773,Jockey
261773,Flair
261773,First Touch
261773,Press Proven
242516,Press Proven
242516,Trivela
265275,Rapid
265275,Trivela
265275,Aerial
247513,Power Header
247513,Block
247513,Aerial
247513,Anticipate+
216460,Power Header
216460,Slide Tackle
216460,Aerial
178509,Power Header
178509,Trivela
178509,Aerial
209658,Power Shot
209658,Incisive Pass
209658,Bruiser
251517,Power Header
251517,Pinged Pass
251517,Long Ball Pass
251517,Jockey
251517,Block+
247788,Jockey
247788,Anticipate
247788,Rapid
247788,First Touch
247788,Long Throw
235790,Chip Shot
235790,Technical
235790,First Touch
235790,Trivela
235790,Aerial
220814,Slide Tackle
220814,Bruiser
201399,Power Header
201399,Incisive Pass
201399,Flair
201399,Trivela
201399,Aerial
201399,Chip Shot+
237086,Power Header
237086,Block
237086,Intercept
237086,Slide Tackle
237086,Aerial
266816,Far Throw
237678,Block
237678,Bruiser
237678,Aerial
240679,Anticipate
240679,Relentless
207410,Incisive Pass
207410,Pinged Pass
207410,Flair
207410,Press Proven
226997,Intercept
226997,Anticipate
226997,Press Proven
272076,Chip Shot
272076,Technical
272076,First Touch
272076,Quick Step
272076,Relentless
272076,Trivela
272076,Aerial
225375,Bruiser
225375,Relentless
225375,Block+
212218,Long Ball Pass
212218,Aerial
233486,Power Header
233486,Slide Tackle
233486,Aerial
227069,Long Ball Pass
226161,Power Shot
226161,Whipped Pass
226161,Rapid
226161,Quick Step
226161,Relentless
222077,Long Ball Pass
222077,Anticipate
222077,Relentless
231447,Technical
231447,Flair
231447,First Touch
231447,Quick Step
231447,Trivela
233748,Incisive Pass
233748,Tiki Taka
233748,Technical
233748,Flair
233748,First Touch
251566,Finesse Shot
251566,Whipped Pass
251566,Technical
251566,Flair
251566,Quick Step
251566,Trivela
192883,Finesse Shot
192883,Incisive Pass
192883,Anticipate
192883,Technical
192883,Flair
201153,Rapid
201153,Relentless
208093,Finesse Shot
208093,Power Shot
208093,Trivela
226335,Far Throw
226335,Deflector
267275,Chip Shot
264994,Long Ball Pass
264994,Jockey
264994,Block
264994,Flair
265252,Power Header
265252,Whipped Pass
265252,Jockey
265252,Anticipate
265252,Slide Tackle
265252,Rapid
265252,Relentless
226753,Footwork
226753,1v1 Close Down
204638,Power Header
204638,Bruiser
264240,Tiki Taka
264240,Slide Tackle
264240,Rapid
264240,Relentless
189513,Pinged Pass
189513,Long Ball Pass
189513,Press Proven
189513,Dead Ball+
228251,Finesse Shot
228251,Incisive Pass
228251,Press Proven
240950,Finesse Shot
240950,Dead Ball
240950,Incisive Pass
240950,Whipped Pass
240950,Technical
240950,Flair
240950,Tiki Taka+
264895,Far Reach
204935,Long Ball Pass
204935,Far Throw
204935,Footwork
262531,Finesse Shot
262531,Incisive Pass
262531,Tiki Taka
262531,Flair
262531,Trivela
203841,Footwork
243576,Whipped Pass
243576,Rapid
243576,Relentless
224987,Far Throw
224987,Footwork
224987,Deflector
227796,Finesse Shot
227796,Rapid
227796,Flair
272001,Finesse Shot
272001,Technical
272001,First Touch
272001,Quick Step
272001,Relentless
272001,Aerial
220901,Cross Claimer
193747,Long Ball Pass
193747,Relentless
225659,Tiki Taka
225659,Slide Tackle
225659,Bruiser
225659,Anticipate+
210413,Bruiser
210413,Aerial
266091,Whipped Pass
266091,Jockey
266091,Anticipate
266091,Technical
266091,Trivela
241545,Finesse Shot
241545,Chip Shot
241545,Power Header
241545,Rapid
241545,Quick Step
226303,Long Ball Pass
226303,Footwork
226303,Deflector
245367,Finesse Shot
245367,Incisive Pass
245367,Tiki Taka
245367,Technical
245367,Flair
245367,First Touch
245367,Trivela
226359,Finesse Shot
226359,Power Shot
226359,Power Header
226359,Trivela
236499,Dead Ball
236499,Flair
236499,Press Proven
233747,Dead Ball
233747,Long Ball Pass
245839,Finesse Shot
245839,Incisive Pass
245839,Anticipate
245839,Flair
245839,Press Proven
245839,Relentless
199434,Chip Shot
199434,Whipped Pass
199434,Flair
199434,First Touch
199434,Press Proven
199434,Trivela
247263,Power Header
247263,Pinged Pass
247263,Long Ball Pass
252145,Pinged Pass
252145,Whipped Pass
252145,Rapid
252145,Quick Step
227326,Finesse Shot
227326,Incisive Pass
227326,Whipped Pass
227326,Technical
227326,First Touch
228093,Quick Step
228093,Relentless
228093,Aerial
232756,Long Ball Pass
232756,Anticipate
232756,Block+
223959,Tiki Taka
223959,Jockey
223959,Intercept
223959,Anticipate
223959,Slide Tackle
223959,Relentless
186345,Dead Ball
186345,Long Ball Pass
186345,Long Throw
186345,Whipped Pass+
207421,Rapid
207421,Flair
207421,Trivela
244369,Technical
244369,Flair
244369,Quick Step
265240,Anticipate
265240,Slide Tackle
265240,Press Proven
236640,Finesse Shot
236640,Block
236640,Rapid
236640,Quick Step
236640,Aerial
220502,Technical
220502,Flair
220502,Trivela
215333,Power Shot
215333,Power Header
215333,Aerial
197781,Finesse Shot
197781,Incisive Pass
197781,Technical
197781,Flair
197781,Trivela
223334,Intercept
223334,Bruiser
223334,Press Proven
223334,Relentless
238896,Technical
238896,First Touch
238896,Trickster
238896,Quick Step
188567,Finesse Shot
188567,Chip Shot
188567,Rapid
188567,Flair
188567,Trivela
264892,Incisive Pass
264892,Whipped Pass
264892,Technical
264892,First Touch
229906,Technical
229906,Flair
229906,Quick Step
193698,Footwork
193698,Deflector
253175,Technical
267215,Footwork
233364,Finesse Shot
233364,Rapid
233364,Trivela
227072,Technical
227072,Flair
227072,Quick Step
247679,Aerial
247679,Power Shot+
251809,Long Ball Pass
251809,Jockey
251809,Bruiser
251809,Aerial
224371,Technical
216352,Long Ball Pass
216352,Press Proven
216352,Relentless
227357,Long Ball Pass
227357,Intercept
256079,Pinged Pass
256079,Tiki Taka
256079,Intercept
256079,Anticipate
256079,Slide Tackle
256079,Press Proven
256079,Relentless
208333,Pinged Pass
208333,Long Ball Pass
208333,Slide Tackle
208333,Bruiser
208333,Press Proven
252154,1v1 Close Down
227421,Long Ball Pass
227421,Jockey
227421,Intercept
192984,1v1 Close Down
233927,Technical
233927,Flair
233927,First Touch
233927,Trivela
264963,Incisive Pass
264963,Block
264963,Anticipate
214997,Technical
214997,Flair
214997,Trivela
239231,Jockey
239231,Block
239231,Intercept
239231,Press Proven
239231,Relentless
239231,Acrobatic
272009,Long Ball Pass
272009,Intercept
272009,Bruiser
272009,Technical
272009,Long Throw
199304,Long Ball Pass
199304,Anticipate
210411,Incisive Pass
210411,Pinged Pass
210411,Tiki Taka
210411,Technical
210411,Flair
210411,First Touch
210411,Relentless
227353,Dead Ball
227353,Incisive Pass
227353,Technical
227353,Flair
227353,First Touch
227353,Relentless
234574,Slide Tackle
234574,Technical
202648,Power Shot
202648,Incisive Pass
202648,Pinged Pass
202648,Long Ball Pass
202648,Flair
202648,Press Proven
234396,Rapid
234396,Quick Step
259372,Technical
217870,Whipped Pass
217870,Rapid
217870,First Touch
217870,Relentless
231410,Technical
231410,Flair
231410,First Touch
267268,Incisive Pass
233096,Quick Step
233096,Relentless
180930,Finesse Shot
180930,Incisive Pass
180930,Technical
256489,Power Header
256489,Press Proven
247090,Incisive Pass
247090,Flair
247090,First Touch
247090,Press Proven
247090,Relentless
247090,Long Ball Pass+
200724,Block
200724,Intercept
200724,Aerial
272007,Tiki Taka
272007,Intercept
272007,Anticipate
272007,First Touch
272007,Press Proven
272007,Relentless
272007,Aerial
230666,Technical
230666,Flair
230666,First Touch
230666,Relentless
205498,Incisive Pass
205498,Pinged Pass
205498,Anticipate
205498,First Touch
205498,Press Proven
232077,Far Throw
241464,Long Ball Pass
205431,Power Header
272201,Incisive Pass
272201,Jockey
272201,Press Proven
272201,Relentless
272201,Aerial
272201,Power Header+
211688,Anticipate
211688,Technical
205186,Footwork
205186,Cross Claimer
228168,
207862,Pinged Pass
207862,Anticipate
206113,Technical
242964,Finesse Shot
242964,Rapid
242964,Quick Step
241546,Long Ball Pass
241546,Jockey
241546,Block
241546,Intercept
241546,Aerial
266973,Technical
209889,Intercept
209889,Technical
209889,Flair
209889,First Touch
209889,Trivela
209889,Tiki Taka+
185122,
227101,Rapid
264986,Press Proven
243263,Power Header
243263,Technical
243263,Trivela
243263,Aerial
248715,Long Ball Pass
209499,Power Shot
209499,Long Ball Pass
209499,Block
209499,Slide Tackle
209499,Bruiser
234060,Incisive Pass
234060,Flair
210324,Incisive Pass
210324,Technical
210324,Relentless
242024,Incisive Pass
242024,Pinged Pass
242024,Whipped Pass
242024,Relentless
192387,Power Shot
192387,Press Proven
238074,Whipped Pass
238074,Jockey
238074,Bruiser
266549,Tiki Taka
266549,First Touch
266384,Rapid
266384,Quick Step
266384,Long Throw+
236987,Block
236987,Intercept
230938,Power Shot
230938,Relentless
226329,Whipped Pass
226329,Long Throw
237679,Finesse Shot
237679,Technical
237679,Flair
237679,Quick Step
208574,Whipped Pass
208574,Rapid
245155,Technical
245155,Flair
245155,First Touch
247394,Finesse Shot
247394,Flair
193301,Finesse Shot
193301,Technical
219522,Far Throw
219522,Cross Claimer
219522,Deflector
192563,1v1 Close Down
216435,Anticipate
216435,First Touch
216435,Relentless
247791,Block
247791,Rapid
247791,Aerial
230899,Technical
230899,First Touch
192505,Power Shot
192505,Power Header
192505,Press Proven
239761,Power Shot
239761,Incisive Pass
239761,Press Proven
239761,Relentless
239761,Trivela
267339,Incisive Pass
267339,Pinged Pass
267339,Whipped Pass
267339,Intercept
258706,Trivela
258706,Acrobatic
229582,Long Ball Pass
229582,Intercept
229582,Slide Tackle
229582,Bruiser
210881,Long Ball Pass
210881,Press Proven
210881,Relentless
265063,Incisive Pass
265063,Intercept
265063,Relentless
215716,Aerial
215716,Power Header+
233084,Whipped Pass
233084,Block
270409,Technical
189596,Incisive Pass
189596,Trivela
243775,Cross Claimer
253072,Rapid
253072,Quick Step
253072,Relentless
247827,Finesse Shot
247827,Dead Ball
247827,Incisive Pass
247827,Whipped Pass
247827,Technical
247827,Flair
247827,Trivela
233150,Jockey
230142,Technical
230142,Trivela
235659,Rapid
235659,First Touch
235659,Trivela
209989,Pinged Pass
209989,Long Ball Pass
209989,Press Proven
264954,Long Ball Pass
264954,Press Proven
264954,Aerial
236428,Whipped Pass
236428,Jockey
236428,Intercept
236428,Anticipate
246178,Far Reach
246178,Deflector
233838,Bruiser
240638,Power Shot
240638,Incisive Pass
240638,Tiki Taka
240638,Technical
240638,Flair
258789,Cross Claimer
258789,Deflector
226271,Finesse Shot
226271,Tiki Taka
226271,First Touch
227074,Long Ball Pass
227074,Block
227074,Anticipate
204883,Footwork
244675,Finesse Shot
244675,Technical
244675,Trivela
233049,Finesse Shot
233049,Flair
233049,Trickster
233049,Trivela
233049,Technical+
210047,Power Shot
210047,Long Ball Pass
234236,Power Header
234236,Flair
234236,Acrobatic
227405,Long Ball Pass
227405,Block
227405,Anticipate
227405,Technical
227405,Trivela
227405,Aerial
226985,Finesse Shot
226985,Dead Ball
227410,
262058,Incisive Pass
262058,Whipped Pass
262058,Jockey
262058,Anticipate
262058,Quick Step
205988,Jockey
222737,Incisive Pass
222737,Rapid
222737,Flair
222737,Relentless
189881,Power Header
189881,Jockey
189881,Intercept
189881,Aerial
232074,Intercept
232074,Anticipate
232074,Bruiser
232074,Quick Step
232074,Relentless
216549,Rapid
216549,Flair
246287,Finesse Shot
246287,Incisive Pass
246287,Pinged Pass
246287,Tiki Taka
246287,Technical
246287,Trickster
246287,Trivela
212523,Finesse Shot
212523,Power Header
212523,Trivela
212523,Acrobatic
176580,Trivela
212190,Pinged Pass
212190,Long Ball Pass
212190,Intercept
212190,Slide Tackle
212190,Bruiser
188943,Far Throw
188943,Footwork
259583,Whipped Pass
259583,Quick Step
229558,Pinged Pass
229558,Bruiser
233751,Bruiser
233751,First Touch
233751,Relentless
233751,Press Proven+
264453,Block
264453,Slide Tackle
227113,Long Ball Pass
227113,Press Proven
272208,Dead Ball
272208,Jockey
272208,Intercept
272208,Slide Tackle
272208,Bruiser
272208,Aerial
201535,Anticipate
201535,Aerial
216201,Finesse Shot
216201,Chip Shot
216201,Rapid
216201,Quick Step
216201,Trivela
221634,Finesse Shot
221634,Incisive Pass
221634,Technical
221634,Flair
221634,First Touch
221634,Trivela
235844,Power Header
235844,Anticipate
235844,Slide Tackle
235844,Bruiser
235844,Block+
227950,Intercept
227950,Slide Tackle
229476,Pinged Pass
229476,Block
229476,Aerial
264947,Jockey
264947,Technical
264947,Flair
264947,Trickster
264947,Quick Step
193105,Far Throw
220834,Finesse Shot
220834,Incisive Pass
220834,Whipped Pass
227348,Rapid
263578,Jockey
263578,Anticipate
263578,Quick Step
272008,Incisive Pass
272008,Long Ball Pass
272008,Jockey
272008,Intercept
272008,Press Proven
233246,Long Ball Pass
233246,Bruiser
227535,First Touch
227535,Relentless
225201,Finesse Shot
225201,Rapid
225201,Trivela
261740,Incisive Pass
261740,Whipped Pass
261740,Rapid
261740,Flair
261740,Quick Step
189511,Incisive Pass
189511,Long Ball Pass
189511,Anticipate
189511,Press Proven
263007,Rapid
263007,Long Throw
231736,Intercept
208268,Incisive Pass
208268,Long Ball Pass
208268,Anticipate
208268,Relentless
213516,Finesse Shot
213516,Power Shot
213516,Pinged Pass
213516,Tiki Taka
213516,First Touch
248794,Technical
248794,Flair
248794,Trickster
248794,Quick Step
248794,Trivela
210385,Footwork
210385,Deflector
184392,Relentless
243630,Quick Step
243630,Relentless
243630,Trivela
253469,Pinged Pass
253469,Jockey
253469,Bruiser
231943,Power Header
231943,Technical
231943,Flair
231943,Trivela
231943,Acrobatic
189805,Aerial
189805,Power Header+
209297,Flair
209297,Relentless+
264866,Incisive Pass
264866,Pinged Pass
264866,Long Ball Pass
264866,Anticipate
264884,Long Ball Pass
264884,Intercept
264884,Anticipate
264884,Aerial
265860,Whipped Pass
265860,Technical
265860,Flair
265860,Quick Step
265860,Relentless
259334,Finesse Shot
259334,Dead Ball
259334,Pinged Pass
259334,Technical
259334,Flair
259334,First Touch
259334,Trivela
233341,Block
233341,Aerial
235794,Finesse Shot
235794,Power Shot
235794,Dead Ball
235794,Technical
235794,Flair
245630,Intercept
248343,Tiki Taka
248343,Rapid
248343,Relentless
248343,Trivela
239807,Intercept
202024,Intercept
238216,Block
238216,Intercept
238216,Relentless
267382,Incisive Pass
267382,Long Ball Pass
267382,Jockey
267382,Bruiser
225663,Finesse Shot
225663,Incisive Pass
225663,Technical
225663,First Touch
233244,
190765,Dead Ball
190765,Whipped Pass
241159,Long Ball Pass
241159,Jockey
241159,Anticipate
247103,Power Header
247103,Long Ball Pass
247103,Jockey
247103,Anticipate
228579,Incisive Pass
228579,Jockey
228579,Block
228579,Slide Tackle
228579,Bruiser
267269,
256197,Jockey
256197,Block
226973,Finesse Shot
226973,Incisive Pass
226973,Technical
227369,Technical
227369,Quick Step
227369,Aerial
235152,Whipped Pass
235152,Jockey
235152,Rapid
235152,First Touch
235152,Quick Step
235152,Relentless
232730,Incisive Pass
232730,Technical
232730,Flair
264971,Trivela
239343,Dead Ball
239343,Incisive Pass
239343,Quick Step
239343,Relentless
239343,Trivela
225850,Block
225850,Slide Tackle
225850,Bruiser
225850,Aerial
243245,Finesse Shot
243245,Power Shot
243245,Dead Ball
243245,Incisive Pass
243245,Trivela
227678,Jockey
227678,Anticipate
227678,Slide Tackle
246875,Block
216354,Finesse Shot
216354,Chip Shot
216354,Incisive Pass
216354,Technical
216354,Flair
216354,First Touch
216354,Trivela
237681,Finesse Shot
237681,Technical
237681,Flair
237681,First Touch
267336,Anticipate
267336,Flair
267336,Press Proven
267336,Relentless
265293,Pinged Pass
265293,Long Ball Pass
265293,Slide Tackle
265311,Technical
265311,Flair
265311,Trivela
226316,Rapid
226316,Aerial
226354,Technical
226354,Trivela
226354,Aerial
213666,Press Proven
243952,Footwork
226308,Power Shot
226308,Dead Ball
226308,First Touch
226308,Press Proven
226308,Trivela
204525,Long Ball Pass
204525,Slide Tackle
236401,Jockey
236401,Intercept
236401,Anticipate
236401,Technical
236401,Flair
272112,Jockey
272112,Block
272112,Intercept
272112,Slide Tackle
272112,Aerial
235944,Finesse Shot
235944,Dead Ball
