id_player,stat_acceleration,stat_agility,stat_jumping,stat_stamina,stat_strength,stat_aggression,stat_balance,stat_ballControl,stat_composure,stat_crossing,stat_curve,stat_def,stat_defensiveAwareness,stat_dri,stat_dribbling,stat_finishing,stat_freeKickAccuracy,stat_gkDiving,stat_gkHandling,stat_gkKicking,stat_gkPositioning,stat_gkReflexes,stat_headingAccuracy,stat_interceptions,stat_longPassing,stat_longShots,stat_pac,stat_pas,stat_penalties,stat_phy,stat_positioning,stat_reactions,stat_sho,stat_shortPassing,stat_shotPower,stat_slidingTackle,stat_sprintSpeed,stat_standingTackle,stat_vision,stat_volleys
264012,92,85,92,93,85,68,86,91,80,73,74,45,41,89,89,89,72,12,13,13,13,6,79,43,75,82,93,79,78,84,89,89,86,88,86,39,93,42,74,84
212831,60,40,82,32,78,27,37,42,66,17,19,56,15,89,27,13,18,86,85,85,90,89,29,11,58,14,86,85,23,90,13,87,85,60,64,16,49,19,66,20
192119,42,63,68,38,70,23,45,23,66,14,19,46,20,90,13,14,20,85,89,76,88,90,13,15,35,17,85,76,27,88,13,88,89,33,57,16,52,18,44,12
227310,73,74,91,75,85,65,45,90,86,71,79,39,42,86,90,91,75,15,7,12,10,14,92,23,72,86,74,77,84,79,93,90,89,83,85,30,75,33,76,90
231478,84,89,93,83,85,87,92,89,88,68,80,54,55,87,85,93,65,11,8,8,8,13,86,48,73,80,82,75,74,85,92,92,88,79,87,44,80,51,79,92
236479,73,73,88,75,85,84,86,82,91,86,87,90,91,76,68,63,88,12,8,11,14,12,83,90,90,87,75,83,64,82,70,90,73,88,89,89,77,91,62,49
203376,66,54,89,72,93,85,50,77,90,53,60,89,90,71,70,52,70,13,10,13,11,11,87,88,86,64,78,71,62,86,47,88,60,80,81,86,87,91,67,45
192448,45,39,72,35,78,43,43,30,70,18,18,47,25,91,21,14,12,86,85,89,86,91,11,22,63,10,86,89,25,86,11,85,85,61,67,10,50,13,70,14
209331,89,89,79,87,73,63,91,86,88,80,84,45,38,88,88,90,69,14,14,9,11,14,59,55,77,84,89,82,81,75,92,93,87,86,82,41,89,43,85,83
237692,89,92,66,83,53,64,92,91,86,80,88,57,60,90,90,88,74,8,15,6,10,13,47,59,84,89,86,85,64,63,85,85,86,88,89,47,83,59,86,59
246272,88,84,95,71,85,44,68,87,85,71,71,39,37,84,84,90,72,14,12,11,14,8,91,27,70,83,85,77,82,74,91,82,87,85,84,30,82,35,79,91
158023,86,90,71,70,68,44,95,93,94,80,93,33,20,92,93,85,92,6,11,15,14,8,60,40,86,87,79,87,75,64,89,85,85,87,83,24,73,35,90,86
226893,83,90,72,81,61,70,94,91,84,85,89,46,49,91,93,82,80,9,8,10,8,13,56,49,85,78,84,87,78,68,87,77,81,87,80,44,84,39,90,86
227361,89,89,88,80,89,52,84,90,84,79,74,56,46,88,87,90,70,15,7,7,15,13,81,55,74,84,90,81,71,79,91,86,85,87,79,49,91,59,84,74
194765,81,89,85,86,69,74,84,91,89,82,89,59,45,89,88,90,85,14,8,14,13,14,85,59,86,87,80,87,79,75,90,90,88,89,85,64,80,63,88,86
239818,65,62,88,78,90,88,56,75,86,54,46,89,90,69,64,29,48,7,8,13,7,12,87,87,81,26,67,70,45,87,39,89,39,85,74,87,68,90,64,32
188545,76,77,92,76,89,81,83,90,87,76,79,44,35,86,85,90,84,15,6,12,8,10,88,49,70,82,75,79,90,84,90,89,88,84,89,19,75,42,81,86
237289,78,82,87,78,77,71,87,90,84,69,75,85,86,87,86,80,66,14,8,9,17,17,84,83,93,91,78,83,70,77,80,85,82,90,89,85,78,87,83,58
239053,84,77,83,92,82,81,68,88,84,78,74,80,79,84,83,78,69,6,10,6,15,8,63,83,88,87,88,84,59,84,86,89,82,87,91,80,91,85,86,74
210257,64,60,79,44,78,38,48,45,70,20,39,64,29,87,30,14,20,87,82,91,86,87,14,27,68,18,87,91,65,86,20,88,82,65,68,8,63,15,70,18
218667,83,95,68,93,54,78,92,92,89,84,84,71,70,92,93,78,67,9,10,14,12,9,54,73,82,79,75,86,64,69,85,89,78,91,79,68,69,76,87,78
245802,83,74,84,81,84,31,84,90,82,88,81,67,61,88,90,85,88,11,15,17,16,10,68,73,74,87,82,84,68,73,87,89,84,85,87,68,81,69,87,73
227316,40,52,77,71,91,84,33,75,84,60,66,91,92,69,69,63,58,7,14,17,11,15,94,89,84,60,48,71,67,84,70,87,66,80,80,81,55,92,59,55
227323,87,92,69,91,57,58,89,85,88,93,74,60,60,86,84,82,80,16,16,12,11,16,50,65,81,82,88,85,69,66,86,88,80,84,81,57,88,60,87,61
200389,42,64,72,42,78,36,48,30,68,13,13,46,27,87,12,11,14,85,90,78,86,87,15,24,40,12,85,78,11,86,11,85,90,43,59,18,53,14,67,13
227190,69,66,82,72,88,87,65,80,80,59,69,89,92,68,57,51,40,15,12,13,14,16,85,89,68,41,71,67,51,84,39,91,51,85,60,88,72,87,51,60
205452,71,56,89,70,91,92,50,74,80,68,50,86,86,70,69,40,56,14,15,10,12,8,83,85,81,67,82,73,40,86,54,86,55,84,84,87,91,88,61,34
245956,46,39,60,35,46,21,42,22,45,15,17,42,15,90,15,15,11,87,82,84,89,90,13,15,35,17,87,84,13,89,10,83,82,31,63,12,35,11,69,8
256630,81,87,64,87,59,63,87,90,85,84,82,50,58,89,90,79,69,14,14,13,6,10,42,44,87,79,81,87,64,67,83,88,78,91,78,44,81,49,91,80
235073,38,37,71,30,81,24,29,34,66,13,13,44,15,89,24,10,12,87,86,73,87,89,13,14,33,10,87,73,12,87,10,86,86,39,55,15,52,15,59,10
243715,77,53,89,72,87,83,46,82,85,58,55,87,88,74,74,35,35,7,10,6,8,11,79,86,78,23,82,70,47,83,43,86,39,84,60,86,86,89,62,34
232293,85,78,94,81,86,68,67,84,80,62,63,42,36,81,80,88,52,14,14,10,9,6,86,34,54,74,89,65,75,82,92,89,84,72,86,22,92,45,70,83
256790,86,93,69,78,59,59,93,84,83,67,75,63,64,90,94,84,59,6,9,8,8,11,49,65,79,79,84,78,59,64,86,87,81,84,80,66,83,63,84,73
246669,88,85,71,86,63,68,88,88,82,85,84,60,60,88,89,84,69,7,8,13,9,13,49,62,70,83,85,81,87,70,82,85,83,83,79,60,83,62,86,79
226302,73,77,94,91,91,84,78,83,82,74,73,52,45,80,78,86,73,12,14,13,7,14,94,44,64,85,76,75,86,90,91,88,87,82,91,48,79,52,74,88
211110,84,88,77,74,67,48,90,91,87,83,89,41,32,89,89,84,87,5,4,4,5,8,65,42,79,86,80,84,88,65,83,84,85,84,84,39,76,42,88,92
232656,95,83,95,92,88,86,81,85,80,84,80,81,78,84,84,71,75,12,10,7,7,7,77,80,70,76,95,78,75,89,80,85,76,81,86,80,95,86,75,80
233662,92,90,74,87,50,72,85,87,86,89,80,80,78,87,87,55,67,9,14,16,14,10,66,84,78,75,89,82,70,65,82,82,66,86,76,79,87,84,73,59
190871,86,90,72,73,52,63,83,93,92,81,86,37,35,92,94,80,87,9,9,15,15,11,63,37,80,75,85,84,85,60,81,78,79,85,77,29,84,32,85,84
234378,71,55,82,92,81,85,65,84,86,79,81,84,85,79,82,64,65,8,11,14,5,9,72,86,86,82,73,82,71,85,71,85,72,85,84,85,75,86,79,50
232073,88,84,78,89,62,70,88,86,78,76,73,42,36,85,85,83,68,12,11,15,16,17,68,43,77,80,89,80,80,71,88,85,81,85,81,39,90,41,84,70
228702,80,87,82,89,74,74,79,89,90,78,84,77,76,87,87,72,64,7,13,10,10,9,72,82,89,66,82,86,53,78,77,88,69,91,68,77,83,76,88,70
215698,65,60,82,39,83,35,56,40,68,18,38,64,23,88,30,15,16,84,83,85,84,88,17,25,61,20,84,85,15,84,15,85,83,64,64,19,62,16,65,16
212198,72,78,70,95,61,84,76,86,79,82,85,65,62,83,83,84,82,12,14,15,8,14,63,63,90,85,70,88,90,75,87,90,85,89,86,66,68,71,94,87
232075,85,80,64,80,54,63,85,87,79,74,72,45,41,87,90,82,69,16,8,13,11,10,44,48,85,78,86,84,74,63,85,84,79,91,74,45,86,48,86,68
200104,86,81,82,88,69,62,74,85,88,84,87,42,45,85,87,90,74,11,13,13,6,10,72,39,72,89,87,81,75,73,91,90,89,83,89,33,88,34,82,83
207865,76,68,89,83,79,81,67,79,86,68,58,89,90,74,69,59,32,6,6,12,10,13,88,89,85,45,79,75,52,81,70,86,56,84,65,88,81,89,76,35
237383,72,64,89,81,83,83,61,83,85,72,64,87,87,76,74,34,41,11,5,9,11,12,86,88,84,48,75,75,50,83,39,87,43,80,59,85,78,87,72,44
186942,65,77,67,75,73,70,77,91,87,77,86,74,77,87,88,85,80,11,14,5,5,13,50,78,85,84,62,85,80,73,86,86,83,89,81,67,60,78,86,75
241846,89,90,89,82,81,24,83,90,89,47,64,21,18,89,89,91,66,15,8,12,8,12,74,20,49,85,88,63,89,70,90,79,88,74,85,10,87,12,71,89
202811,55,54,79,40,78,37,49,43,69,22,22,56,25,86,23,16,20,84,82,83,87,86,26,21,59,16,84,83,43,87,12,84,82,61,62,20,57,20,67,13
224232,85,91,79,93,74,87,92,88,86,79,79,80,80,86,82,76,67,11,5,13,14,11,60,84,85,79,81,83,73,82,83,90,78,88,80,81,78,83,84,80
177683,48,55,68,45,68,38,58,25,54,13,12,50,9,89,15,13,13,83,84,85,86,89,10,21,36,12,83,85,24,86,15,84,84,40,64,12,54,19,64,8
20801,73,76,94,80,79,62,61,86,92,78,79,34,24,80,77,87,76,7,11,15,14,11,87,29,70,85,77,77,90,77,90,87,88,79,92,24,80,32,78,83
232580,61,51,86,71,86,87,37,71,74,38,47,86,87,61,54,37,27,12,8,13,10,7,87,86,76,30,69,63,40,82,44,85,41,80,62,86,76,86,59,28
199503,48,51,70,83,78,93,61,83,81,77,80,79,82,74,73,67,78,7,8,11,7,13,68,79,90,84,50,85,65,82,76,86,75,89,90,78,52,79,84,55
246219,70,55,92,81,92,71,42,86,86,59,58,32,23,78,79,90,55,10,15,10,7,10,91,25,68,80,69,71,75,85,89,86,86,78,88,20,69,30,79,77
243812,90,87,77,81,59,54,84,87,85,79,80,31,24,88,89,86,73,9,8,12,8,5,67,21,73,77,89,79,82,64,84,84,81,80,76,30,88,34,83,67
210514,86,79,80,88,62,76,78,87,85,87,87,80,79,85,85,69,69,6,9,15,14,14,72,81,79,79,81,85,52,72,81,84,73,87,80,79,77,83,85,62
241721,94,85,90,75,83,60,84,87,83,84,79,28,22,87,88,83,60,10,12,15,11,9,72,24,70,75,94,80,63,77,76,84,79,83,80,21,94,24,84,74
227013,84,77,86,81,91,68,68,90,81,80,74,83,83,87,89,82,63,7,11,16,14,9,78,83,75,81,82,82,85,84,84,87,83,90,85,80,81,85,82,81
210035,77,84,73,90,63,69,86,86,83,93,89,76,76,85,85,67,89,7,13,10,7,13,62,79,85,83,74,88,54,71,79,86,73,87,84,74,71,78,85,63
177003,75,92,67,76,58,62,92,90,91,86,85,71,70,87,84,72,78,13,9,7,14,9,55,79,90,82,72,88,83,64,76,85,76,90,79,72,69,73,90,76
265674,92,94,79,91,71,85,89,81,84,92,88,79,76,82,80,65,81,14,14,6,9,14,58,80,80,78,87,85,60,79,80,77,73,87,92,87,83,84,79,49
239837,71,82,72,87,69,83,83,86,84,79,83,76,77,84,84,79,82,7,10,14,15,10,61,78,86,82,69,85,86,76,80,85,82,87,88,73,67,79,86,77
257008,91,90,78,88,63,62,91,88,70,92,86,63,56,87,87,76,80,7,6,11,12,8,63,69,79,70,90,84,68,70,83,86,76,81,83,57,90,69,83,69
204963,82,78,85,84,74,85,84,85,83,85,77,81,80,81,78,56,47,13,13,15,9,15,76,81,74,52,81,79,45,79,75,85,58,84,68,83,81,84,78,53
247504,44,29,64,38,63,31,40,20,35,13,14,41,11,85,12,10,12,83,83,83,85,85,7,14,29,13,83,83,26,85,10,86,83,31,62,14,36,15,68,12
231443,94,94,65,69,52,54,81,87,82,86,84,41,42,88,89,72,64,6,6,14,10,13,43,38,78,74,92,82,75,57,80,82,75,83,83,34,91,42,85,76
265249,93,69,90,75,91,68,77,90,74,88,81,40,30,87,92,82,73,14,5,9,13,9,66,40,77,78,89,80,70,82,82,77,81,76,85,38,86,43,81,71
248717,70,71,88,81,92,92,74,80,82,67,62,87,88,75,71,56,63,14,14,9,11,11,79,86,80,60,62,76,57,89,70,85,62,81,80,81,56,90,80,57
231281,72,73,75,89,68,69,72,85,82,93,88,80,78,80,79,64,85,14,15,14,6,7,69,84,92,76,75,90,66,74,79,85,72,89,85,78,78,82,89,68
251854,79,88,73,87,73,62,90,88,87,68,79,70,68,88,87,72,62,12,7,11,8,8,50,73,86,68,77,82,53,74,79,87,69,88,68,65,76,77,88,56
237197,86,74,81,93,74,71,82,86,79,70,72,83,80,83,82,75,65,13,16,16,14,11,64,88,86,71,79,82,59,79,80,87,72,89,74,80,73,90,83,52
213331,53,49,86,69,92,83,40,67,79,39,37,86,87,62,60,32,27,11,8,7,9,14,87,83,68,26,71,60,38,84,36,84,38,78,60,81,86,87,56,53
165153,76,77,84,80,81,63,72,87,84,75,82,38,43,84,84,87,73,13,11,5,5,7,87,39,76,81,77,81,68,77,88,84,85,86,87,18,77,24,86,87
239580,78,65,94,75,89,84,67,68,78,46,42,86,87,66,62,49,24,13,15,13,5,6,87,84,69,39,82,58,43,85,58,79,50,75,68,84,86,87,45,38
212622,77,83,79,88,68,86,84,85,86,91,85,81,81,84,82,68,79,8,15,7,15,15,72,85,91,83,69,88,69,77,78,88,74,88,78,83,62,82,85,69
257001,89,85,77,77,75,35,76,86,81,89,86,43,44,85,85,76,81,10,8,14,6,12,50,50,84,79,88,85,65,68,84,83,79,84,88,38,88,38,86,71
230869,48,37,74,44,76,29,47,16,46,16,20,49,11,86,12,14,14,85,81,78,85,86,18,26,34,13,85,78,24,85,14,82,81,38,59,12,50,18,48,17
231432,79,79,92,83,83,63,64,87,81,79,68,63,59,84,85,83,87,7,15,13,9,11,89,69,90,86,77,86,70,79,87,86,84,90,89,49,76,60,88,83
244302,85,86,91,82,75,55,77,86,74,66,78,33,24,82,80,92,65,16,13,14,11,9,87,31,61,72,87,70,74,74,91,87,83,77,78,27,88,26,68,73
167495,48,51,77,43,80,29,35,44,70,15,14,49,17,83,30,13,11,83,81,90,88,83,25,30,68,16,83,90,49,88,12,84,81,60,68,11,50,10,70,11
240714,78,80,80,76,83,44,75,87,82,78,81,52,59,85,85,82,80,11,14,13,9,10,59,57,82,90,75,84,74,73,86,87,84,87,86,34,72,46,87,80
245872,79,85,67,92,53,65,88,91,84,78,77,62,38,88,88,74,65,12,5,6,10,6,56,74,80,74,76,83,78,66,89,89,78,89,85,74,74,75,86,82
208128,74,83,76,81,72,80,80,88,85,78,88,79,80,85,84,75,85,9,14,11,6,10,65,82,89,87,71,87,90,76,74,86,80,89,86,78,68,81,89,74
247635,85,86,78,77,70,62,75,87,79,78,83,41,38,86,88,80,65,9,15,8,14,8,62,40,76,83,86,80,65,71,84,84,79,83,78,34,86,39,83,64
231521,71,78,73,78,67,84,79,83,83,70,73,82,80,82,82,73,54,10,5,8,9,6,67,86,84,79,69,79,72,73,79,84,76,85,81,80,68,86,82,63
226851,74,71,88,84,80,78,70,78,80,76,67,86,85,75,73,60,51,9,7,15,7,15,84,86,79,70,75,75,51,81,68,86,67,80,80,84,76,87,69,81
264939,79,73,88,89,78,67,75,88,72,46,67,44,41,83,84,90,68,15,13,7,13,8,80,51,66,83,77,69,70,79,88,84,84,81,75,36,75,34,76,84
246774,86,84,87,75,67,37,76,85,75,65,59,26,16,84,84,87,59,10,13,6,9,7,82,21,64,82,84,70,74,64,87,88,85,81,85,18,83,23,66,80
227127,40,70,68,42,73,34,40,26,55,12,14,42,14,86,19,13,17,84,79,80,86,86,13,20,29,11,84,80,24,86,11,79,79,36,60,18,46,17,35,15
266928,93,88,88,90,81,80,83,84,80,79,71,43,38,83,82,84,68,9,9,12,7,14,69,41,70,80,94,78,76,83,82,84,82,81,82,38,94,42,80,71
232488,67,67,86,71,83,89,64,69,82,42,54,85,85,66,60,48,38,5,7,11,10,14,82,86,64,36,68,59,40,81,43,85,46,75,51,85,68,86,50,52
204923,78,78,72,85,76,79,78,84,84,77,77,75,76,82,81,81,78,11,13,14,15,13,60,81,82,87,76,81,80,79,86,86,84,84,88,70,74,78,82,84
243404,83,84,67,83,66,87,83,86,69,60,69,76,82,86,88,79,71,12,8,15,10,8,43,77,84,80,80,80,86,75,77,85,78,90,75,78,78,81,84,68
263011,83,67,78,84,64,38,84,85,82,76,70,51,41,86,92,80,56,7,11,8,9,8,69,45,70,78,81,78,59,65,86,84,79,83,83,56,80,57,86,75
200145,35,48,75,73,84,91,51,77,79,68,75,82,81,69,68,69,70,13,14,16,12,12,80,82,81,78,38,77,66,82,71,83,74,83,82,83,40,84,77,77
240091,54,56,67,38,60,35,38,44,63,11,14,52,23,87,22,6,10,84,80,79,84,87,11,15,55,5,84,79,13,84,13,82,80,58,59,13,49,11,69,7
226890,74,80,71,83,71,73,92,88,89,85,89,44,48,88,90,80,84,16,15,11,9,12,53,47,79,79,72,85,86,74,86,78,82,82,85,36,70,37,92,89
264886,73,66,88,88,77,80,76,80,73,42,63,86,88,61,41,53,58,6,13,6,8,14,86,83,80,48,73,68,64,81,34,86,54,83,64,84,73,88,61,49
246430,76,63,92,77,87,78,53,84,81,57,78,29,19,79,80,86,89,5,15,6,11,10,83,24,60,83,78,69,80,83,87,86,84,75,84,24,79,26,70,79
188377,84,66,87,81,80,84,69,82,75,77,76,79,75,78,78,51,71,12,6,16,15,8,72,78,80,69,89,77,63,81,68,85,64,81,87,83,93,85,69,57
245879,72,70,71,83,65,62,88,85,85,73,83,73,75,84,85,83,84,13,14,8,8,15,60,76,82,86,72,84,61,69,84,83,83,89,86,63,72,75,86,70
231936,70,68,83,83,78,81,61,83,83,77,64,83,83,78,78,30,20,8,11,12,5,6,78,84,82,27,73,77,24,80,59,84,35,84,53,82,75,84,76,23
265242,48,46,71,22,78,26,62,36,56,31,19,46,20,85,11,18,24,84,77,78,85,85,6,10,15,25,84,78,53,85,11,81,77,23,59,16,42,13,69,12
224334,75,82,79,90,82,83,90,82,86,85,88,80,81,82,81,66,75,8,14,13,13,14,61,81,77,81,74,82,76,84,80,84,74,82,83,83,74,84,82,67
246630,92,80,92,84,84,42,82,85,82,79,75,37,31,84,85,85,70,10,13,7,12,11,75,21,60,81,91,74,70,76,85,81,83,75,82,42,90,40,79,80
212242,59,63,80,77,84,91,59,76,75,71,78,83,85,73,74,74,76,7,9,10,13,15,74,84,78,85,54,76,62,83,68,83,77,80,84,79,50,86,73,70
240717,90,82,85,77,77,63,88,87,77,69,72,52,52,86,87,88,57,14,16,16,13,16,68,48,66,74,89,72,64,75,84,85,80,80,77,45,89,52,70,65
226754,81,86,77,78,69,86,89,85,87,78,79,78,79,85,84,67,75,9,12,10,16,15,62,81,83,74,77,82,72,75,75,83,73,85,85,77,74,82,80,64
210935,80,92,73,76,61,85,86,84,78,76,79,36,42,85,84,83,75,5,6,5,5,6,62,25,76,80,79,78,76,70,84,84,81,80,80,30,79,30,78,78
264968,84,73,89,72,85,53,83,87,80,64,71,36,34,82,80,87,69,7,12,8,9,11,72,26,59,83,80,71,71,76,86,82,84,80,84,30,77,34,71,81
248822,81,88,88,80,78,40,81,85,73,78,71,34,34,83,82,89,64,9,6,13,14,9,77,41,72,84,83,77,72,71,84,83,85,80,83,20,84,21,77,78
248243,81,82,82,84,79,79,81,86,84,77,72,78,76,84,84,64,59,12,6,8,12,12,64,82,84,70,80,81,62,80,73,82,67,86,73,81,80,82,83,59
262457,89,85,83,81,72,65,89,82,81,84,74,78,81,80,75,74,71,8,10,13,7,6,68,80,75,77,89,77,85,73,77,84,74,81,75,74,89,79,69,45
240030,82,71,84,73,81,78,77,80,84,87,71,81,79,77,76,45,41,9,17,15,11,14,68,83,85,48,81,78,43,79,60,78,51,84,68,81,80,87,65,42
208418,87,86,74,76,63,65,70,84,84,82,86,59,54,85,88,81,80,9,11,9,10,10,56,57,74,82,88,80,79,67,80,80,81,80,84,61,88,64,80,74
227119,83,82,86,83,76,66,74,82,80,84,82,78,80,78,75,70,75,14,8,15,9,8,75,82,76,60,85,80,52,76,70,80,66,86,68,74,86,77,69,60
213661,56,61,80,73,78,75,61,79,79,51,41,85,86,71,67,36,39,10,12,8,6,8,80,86,79,20,67,68,36,76,32,84,32,83,37,84,76,86,62,25
268942,53,50,67,30,65,20,66,34,50,9,15,53,9,89,9,8,21,81,80,75,82,89,7,14,35,5,81,75,28,82,13,78,80,49,56,14,54,12,61,7
245882,77,62,72,85,65,60,87,85,81,79,76,75,69,82,84,80,77,12,7,5,7,14,59,78,80,86,79,82,66,69,83,82,80,84,79,80,81,83,86,68
198176,63,60,82,67,78,78,60,74,85,49,45,85,86,69,66,25,36,8,10,7,14,13,79,87,71,60,62,65,41,75,31,83,41,75,65,81,61,85,70,27
183898,78,88,69,69,61,72,74,90,89,81,92,48,41,88,89,76,88,10,7,11,12,11,53,42,81,86,76,85,83,66,80,77,80,86,82,52,74,55,87,78
241852,95,92,57,82,34,62,93,83,77,76,72,43,48,86,87,80,56,8,9,8,8,14,41,48,72,72,95,74,48,53,79,80,75,76,74,46,95,35,77,67
265898,90,89,86,73,71,53,85,87,83,70,86,59,52,85,84,86,74,13,9,8,6,8,75,59,73,80,92,78,69,69,82,80,83,83,86,53,93,64,79,74
265536,58,69,85,81,84,76,50,84,82,79,68,80,79,79,80,73,57,9,6,7,14,8,85,84,89,61,61,82,61,82,75,83,68,86,65,73,64,79,84,57
235410,80,67,93,83,79,76,39,82,75,51,63,36,27,77,79,86,56,13,9,14,9,13,90,33,58,77,82,63,73,80,85,82,82,77,83,27,84,31,56,77
226998,61,70,86,77,81,86,61,71,84,73,63,85,89,66,59,40,52,7,17,12,10,9,88,80,83,44,63,72,56,81,54,86,46,80,56,81,64,83,57,47
216547,94,90,62,84,40,47,88,85,81,78,81,50,52,86,86,79,56,9,11,11,12,8,49,58,76,77,93,77,59,54,83,84,77,77,77,39,93,47,83,68
267201,76,76,71,84,69,67,89,87,83,66,75,74,76,82,80,82,73,5,13,5,14,7,54,79,83,81,75,80,76,72,83,77,81,86,79,67,75,79,86,78
261773,84,75,93,86,84,46,81,85,81,50,69,26,21,82,82,88,68,8,10,13,5,14,81,20,77,83,83,73,70,77,89,86,84,81,80,17,83,21,79,79
242516,84,75,91,76,78,63,67,85,83,83,78,48,46,83,86,83,76,15,11,7,9,5,81,45,70,83,82,78,68,75,82,81,83,79,86,31,81,48,80,77
265275,72,65,82,81,85,62,65,85,84,83,76,62,56,82,84,82,67,5,14,14,5,7,68,61,78,83,73,82,62,79,86,86,82,86,86,60,73,67,84,76
247513,56,42,81,65,90,81,66,65,64,25,38,86,86,53,43,27,35,8,10,9,14,12,88,81,74,32,60,53,38,82,50,77,38,77,68,81,64,89,32,33
216460,70,56,88,71,85,87,57,66,75,47,37,85,87,61,55,37,44,9,11,7,10,15,82,84,68,48,71,58,40,82,25,78,46,71,73,85,71,85,46,34
178509,42,55,84,61,93,76,53,86,86,64,73,42,37,75,73,87,65,12,15,11,6,5,89,42,64,71,45,74,88,81,89,86,84,83,88,20,48,37,78,86
209658,73,74,86,78,89,83,73,81,83,75,76,80,74,81,82,79,73,13,8,15,11,9,86,84,82,84,70,80,60,85,79,85,80,83,85,76,68,83,82,71
251517,80,68,90,79,83,86,67,81,81,72,74,83,83,78,79,64,59,5,8,6,9,11,78,82,76,72,79,74,61,83,67,84,69,80,81,84,79,84,68,60
247788,84,87,83,81,62,67,80,81,76,82,78,80,82,84,87,57,39,5,8,10,15,5,77,79,81,60,82,77,61,69,78,83,61,82,64,79,81,81,71,65
235790,74,75,86,77,75,56,54,86,84,75,84,49,45,82,84,83,53,6,8,11,10,12,83,43,80,78,77,80,83,72,86,84,81,84,79,41,79,47,82,80
220814,70,69,85,66,78,90,69,77,80,78,59,84,85,71,65,53,39,10,7,8,14,10,82,83,66,51,74,72,42,78,66,85,54,78,62,84,78,85,71,46
201399,66,68,87,71,79,65,71,81,86,51,75,40,40,76,72,86,52,13,9,5,7,9,90,29,69,72,68,71,81,75,87,84,83,79,85,20,69,37,81,82
237086,74,65,84,76,86,84,65,68,66,35,36,85,84,63,57,23,23,13,7,11,14,11,81,85,64,37,76,57,30,83,48,82,33,75,51,85,78,87,57,24
266816,37,53,50,23,35,23,45,23,50,10,10,41,13,84,14,8,12,84,82,70,83,84,11,13,29,5,84,70,11,83,13,77,82,22,53,11,47,14,35,7
237678,69,55,83,71,90,83,34,74,78,38,32,83,82,68,69,29,27,9,7,9,9,15,81,82,70,31,75,59,41,84,37,81,34,76,45,81,80,85,57,28
240679,64,66,77,87,75,72,70,84,81,79,74,75,76,78,76,75,77,14,8,14,12,10,73,78,85,83,66,83,85,78,80,84,78,86,82,73,67,74,84,69
207410,75,86,63,75,66,77,84,88,84,73,78,71,73,87,87,58,70,9,5,6,7,7,42,76,84,76,69,82,59,70,75,84,67,89,78,68,64,75,82,76
