id_player,diff_acceleration,diff_agility,diff_jumping,diff_stamina,diff_strength,diff_aggression,diff_balance,diff_ballControl,diff_composure,diff_crossing,diff_curve,diff_def,diff_defensiveAwareness,diff_dri,diff_dribbling,diff_finishing,diff_freeKickAccuracy,diff_gkDiving,diff_gkHandling,diff_gkKicking,diff_gkPositioning,diff_gkReflexes,diff_headingAccuracy,diff_interceptions,diff_longPassing,diff_longShots,diff_pac,diff_pas,diff_penalties,diff_phy,diff_positioning,diff_reactions,diff_sho,diff_shortPassing,diff_shotPower,diff_slidingTackle,diff_sprintSpeed,diff_standingTackle,diff_vision,diff_volleys
264012,0,1,0,0,3,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,2,2,0,0,0,0,4
212831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192119,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-2,-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0
227310,0,0,2,0,5,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,3,0,0,0,0,0,0,-2,0,0,0
231478,1,3,0,3,1,-3,3,3,2,10,2,6,0,2,1,3,11,0,0,0,0,0,0,3,0,2,2,4,0,0,2,4,2,4,2,0,3,20,1,1
236479,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1,0,0,-1,0,0,6,0
203376,0,-5,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
192448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209331,0,0,-1,0,-2,0,0,0,-2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,2,0,0,0,0,1,0
237692,3,1,3,0,6,0,1,1,5,2,13,0,0,2,2,7,6,0,0,0,0,0,0,0,2,11,5,3,0,3,2,4,7,2,6,0,6,0,2,0
246272,3,4,2,-1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,3,0,-3,-1,0,-2,0,0,0,0,0
158023,-1,-1,0,0,0,0,0,0,-2,-3,0,0,0,-2,-3,-4,-1,0,0,0,0,0,0,0,-4,-3,-1,-3,0,0,-2,-3,-2,-4,0,0,-1,0,-2,0
226893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227361,1,0,2,-1,5,0,0,0,0,-5,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-2,1,-2,0,2,0,-1,0,0,0,0,1,0,-1,0
194765,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
239818,11,2,4,0,0,-5,0,0,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,5,0,5,4,0,0,0,0,0,2,0,0,-1,-1,13,0
188545,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-3,-1,0,0,0,0,0,-3,0,0,-2,0,-1,0,0,-4,-4,-3,0,-2,0,0,0,0,-3
237289,1,5,1,0,2,16,5,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,6,0,0
239053,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,4
210257,0,0,0,0,0,0,0,5,0,0,24,0,0,1,7,0,0,1,0,0,0,1,0,0,3,0,1,0,14,0,0,1,0,4,0,0,0,0,0,0
218667,5,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,-4,0,0,0,0,0,0,8,8,0,0,0
245802,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227316,-13,-1,-4,-1,0,0,-1,0,0,7,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-5,2,0,0,0,0,-1,0,0,0,2,0,0,0
227323,1,0,3,-1,7,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,3,-2,-1,0,-2,0,0,-1,0,0,0
200389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227190,4,0,3,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
205452,0,0,-1,0,0,1,0,3,2,0,0,2,0,4,5,0,0,0,0,0,0,0,2,3,-1,0,0,2,0,0,5,3,1,4,0,4,0,4,0,0
245956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256630,3,1,5,4,6,0,2,1,2,7,2,-2,-1,2,3,1,5,0,0,0,0,0,3,-1,6,4,7,4,4,4,3,3,2,3,4,0,11,-8,3,7
235073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,2,0,0,0,0,0,1,-1,0,2,0,1,2,0,-1,0,0,0,0,0
243715,0,3,2,2,0,0,-13,1,4,0,0,3,3,1,2,0,0,0,0,0,0,0,7,4,2,0,0,1,0,1,0,2,0,1,0,3,0,2,0,0
232293,-2,0,0,0,0,0,-1,-2,0,0,0,0,0,-2,-3,-3,0,0,0,0,0,0,2,0,0,-3,-1,-1,0,0,2,0,-2,-2,0,0,0,0,0,0
256790,2,0,4,0,6,0,1,-5,-1,0,6,0,0,-1,0,5,8,0,0,0,0,0,0,0,2,4,-1,2,4,3,5,1,6,2,7,-2,-3,0,2,3
246669,0,0,1,2,0,0,2,1,2,2,3,0,0,1,0,1,0,0,0,0,0,0,4,0,1,4,0,2,5,0,0,0,2,2,1,0,1,0,3,0
226302,1,6,1,6,0,0,-6,-2,0,0,0,0,0,-2,-3,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,2,0,0,0,-1,0,0,6,0,0,0
211110,0,0,4,2,7,5,0,-2,8,1,0,1,0,-1,-1,1,-1,0,0,0,0,0,7,0,0,-3,0,-1,1,5,1,5,0,-2,0,0,0,1,-3,2
232656,3,5,5,2,7,4,5,6,0,0,11,3,4,3,1,4,11,0,0,0,0,0,3,2,2,5,2,2,25,5,0,0,5,2,3,0,1,5,2,14
233662,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,8,0,0,17,0,0,0,5,0,11,0,0,0,0,0
190871,-2,-3,0,-5,1,0,0,-1,-1,-2,-2,0,0,-1,-1,-3,0,0,0,0,0,0,0,0,-1,-6,-1,-1,-6,-1,-5,-10,-4,0,-2,0,-1,0,-5,-2
234378,4,0,3,1,2,1,0,5,3,24,13,1,2,2,2,3,0,0,0,0,0,0,0,0,2,17,2,7,0,2,13,2,7,2,6,3,1,2,1,0
232073,-4,2,-1,0,0,0,0,0,0,-5,-4,0,0,1,1,0,-3,0,0,0,0,0,0,0,-2,0,-4,-2,-1,0,0,-1,-1,-1,0,0,-3,0,0,0
228702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215698,15,19,7,0,5,0,0,0,0,0,0,13,0,-1,-1,0,0,-1,1,-2,-1,-1,0,0,0,0,-1,-2,0,-1,0,0,1,-1,-1,0,9,0,0,0
212198,-2,0,-3,0,-5,0,-3,-2,-3,-5,-1,-4,-7,0,2,1,-3,0,0,0,0,0,-3,-3,-2,-3,-1,-2,0,-2,-1,-1,-1,-1,-2,1,0,-3,0,0
232075,0,0,-1,0,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,0,0,0,0,0,0,0
200104,1,0,4,0,5,0,0,3,1,1,0,0,-2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,2,3,1,1,1,1,1,0,0,0,1,4
207865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
237383,4,6,3,0,0,0,4,7,1,2,11,1,0,3,1,8,5,0,0,0,0,0,3,1,2,11,2,3,3,0,0,1,8,2,10,2,1,0,3,9
186942,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,0,0,0,0,0,0,0,3,1,4,0,1,0,0,2,0,2,1,2,0,0,3,0,0
241846,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,-1,0,0,0,2,0,0,0
202811,-4,5,2,0,8,0,0,5,7,0,0,-2,14,1,6,0,0,1,-1,1,3,1,0,8,0,0,1,1,1,3,0,2,-1,4,0,0,0,0,1,0
224232,6,1,6,-1,1,3,2,1,0,0,0,2,0,1,1,-2,0,0,0,0,0,0,7,1,2,0,3,1,0,2,0,1,0,2,3,0,0,4,1,0
177683,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,5,5,2,2,-1,0,0,0,0,5,2,0,2,0,2,5,0,2,0,0,0,0,0
20801,0,0,1,3,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,0,2,0
232580,0,0,0,0,0,2,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,2,0,2,0,-1,1,0,0,0,0,0,2,0,1,-1,2,0,0
199503,0,2,1,-2,0,2,0,0,7,3,4,4,6,1,1,0,1,0,0,0,0,0,6,3,5,5,1,3,0,0,0,7,1,3,0,4,2,0,2,5
246219,1,0,0,2,0,0,-3,6,0,0,0,2,0,3,1,0,-1,0,0,0,0,0,2,0,3,2,0,2,0,0,1,2,1,3,3,3,0,5,0,0
243812,1,0,2,0,4,1,0,0,4,0,0,0,0,2,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0
210514,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241721,1,0,5,-2,3,0,4,0,0,6,-1,1,0,0,-1,-1,0,0,0,0,0,0,7,0,7,1,1,5,0,1,-8,0,-1,3,0,0,1,0,9,0
227013,0,0,0,0,0,18,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,1,0,0,0,0,0,0,0
210035,-9,0,-4,0,0,0,0,3,0,10,2,0,1,1,1,8,6,0,0,0,0,0,-4,0,6,1,-13,5,0,-1,2,3,4,4,2,-2,-16,0,1,2
177003,0,0,0,-7,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-2,0,0,-1,0,-2,0,0,0,-1,0,0,-1,0,-1,0
265674,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0
239837,-2,6,-1,1,0,19,7,3,1,0,0,6,4,2,0,0,0,0,0,0,0,0,0,12,5,0,-1,3,5,4,1,3,3,3,10,8,0,6,2,3
257008,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
204963,2,0,4,0,0,0,1,4,3,5,1,4,5,2,0,5,0,0,0,0,0,0,6,4,0,5,-1,3,0,0,0,7,4,4,0,2,-2,4,6,4
247504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231443,0,4,0,1,0,0,0,0,1,0,2,5,0,1,0,-3,0,0,0,0,0,0,0,2,2,-2,-1,1,0,0,0,2,-2,3,0,1,-2,12,2,0
265249,3,6,1,2,1,5,0,0,0,2,0,12,6,2,3,5,0,0,0,0,0,0,0,18,-1,0,2,0,0,2,2,-2,3,-2,0,14,2,17,0,0
248717,0,0,1,-1,1,0,-6,-2,0,3,0,0,0,-1,0,4,0,0,0,0,0,0,1,0,0,0,4,-1,4,0,-2,0,1,-1,0,-8,8,0,-4,0
231281,-1,1,1,0,2,0,0,1,0,0,1,0,-1,1,1,2,0,0,0,0,0,0,0,1,1,1,-1,0,11,1,1,1,3,1,3,0,-1,-1,-1,5
251854,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
237197,4,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
213331,-2,0,-1,-8,0,4,0,1,5,4,0,5,8,1,0,0,0,0,0,0,0,0,4,2,0,0,4,1,0,-1,3,7,1,1,0,1,10,3,0,20
165153,-2,0,-1,-2,-1,0,0,-4,-6,0,0,-1,0,-3,-3,-4,0,0,0,0,0,0,-3,0,0,0,-2,-2,-17,-1,-4,-8,-3,-3,0,0,-2,0,-4,-1
239580,1,0,2,-1,4,2,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,6,0,1,3,0,0,0
212622,0,-1,1,-6,0,-2,0,0,0,0,0,-1,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,-2,-2,0,0,0,0,5,-3,-2,0,0
257001,1,0,1,2,0,0,-7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,3,0,0,0,0,0
230869,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,0,0,0,1,1,0,1,0,5,2,0,1,0,0,0,0,0
231432,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,-1,0,0,5
244302,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
167495,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0,0,-1,-4,0,0,-1,0,0,0,0,-1,0,2,0,0,0,-4,0,0,0,0,0,0,0
240714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-4,0,0,0
245872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208128,2,0,12,1,17,4,1,0,0,0,3,9,6,0,-1,0,0,0,0,0,0,0,12,6,2,0,4,1,9,10,0,0,0,1,0,13,6,11,1,0
247635,2,1,1,-2,0,0,2,-1,-3,0,1,0,0,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,-1,0,0,0,2,0,-3,0
231521,3,0,3,-5,2,1,0,2,3,3,0,3,3,3,3,2,0,0,0,0,0,0,4,2,2,1,5,2,2,0,7,11,2,2,0,-2,8,5,3,0
226851,6,5,3,3,2,4,4,1,2,1,1,1,0,3,5,11,0,0,0,0,0,0,0,0,1,0,5,2,0,3,8,2,5,1,0,1,4,1,3,0
264939,4,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
246774,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,7,3,0,4,0,0,0,0,3
227127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
266928,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
232488,-5,0,-2,0,2,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-2,0,0,1,0,2,0,1,0,2,-1,2,0,0
204923,5,4,-3,12,2,1,1,1,4,3,0,3,3,2,2,3,0,0,0,0,0,0,0,6,1,2,7,1,8,4,9,6,3,1,3,3,9,2,1,2
243404,2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0
263011,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,4,0
200145,-25,-13,-10,-15,-4,0,-14,-2,-6,0,-2,-7,-9,-4,-1,0,-4,0,0,0,0,0,-4,-7,-4,-3,-25,-2,0,-6,-6,-7,-1,-1,-6,-5,-26,-5,-2,9
240091,20,16,10,20,7,18,5,30,8,0,0,18,0,2,10,0,0,1,-1,0,1,2,0,0,28,0,1,0,0,1,5,18,-1,31,0,0,14,0,0,0
226890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264886,2,0,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0
246430,-1,0,1,-2,-1,9,0,-1,1,0,3,0,0,0,-1,-2,10,0,0,0,0,0,4,0,1,1,-2,3,1,1,1,1,-1,4,0,0,-4,0,2,1
188377,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,-1,0,0,0
245879,0,0,1,0,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-5,0,0
231936,0,2,2,5,2,3,3,6,3,19,19,1,1,4,4,8,0,0,0,0,0,0,4,1,2,2,1,7,0,3,8,2,5,2,3,2,2,1,3,2
265242,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,-1,-1,-2,0,0,0,0,-2,-1,1,-1,0,0,0,0,0,0,0,0,0,0
224334,-1,-1,-1,-1,0,0,0,-2,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-2,0,-1,-1,-1,0,0
246630,4,3,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,10,0
212242,0,0,0,-10,1,3,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,5,-3,0,0,-2,-4,3,1,0,0,2,-6,2,0,0
240717,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0
226754,-3,-1,-2,-6,-2,0,0,0,3,4,0,-1,1,-1,-2,0,2,0,0,0,0,0,0,-2,0,0,-3,1,4,-3,0,0,1,0,0,-3,-2,-1,-1,0
210935,-2,0,-2,-2,-3,0,-1,-3,0,-2,1,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,-3,0,-3,-3,0,-2,-2,-1,-2,-5,-3,0,-3,0,-5,0
264968,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
248822,0,0,2,0,5,0,5,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,0
248243,3,1,1,3,-1,1,2,0,2,1,0,2,1,2,4,2,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,3,1,1,0,2,1,2,6,0
262457,8,4,4,0,2,20,8,0,9,4,0,4,7,2,0,2,0,0,0,0,0,0,0,11,5,6,6,1,4,5,4,3,7,0,22,0,5,0,1,0
240030,0,0,1,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208418,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
213661,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268942,10,3,6,11,4,0,0,0,0,0,0,10,0,11,0,0,0,3,3,0,5,11,0,0,0,0,3,0,0,5,0,0,3,0,0,0,12,0,0,0
245882,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0
198176,-3,-1,-2,-4,0,1,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,-2,1,0,-1,0,1,0,1,0,-1,-1,0,0,0
183898,-2,-3,0,-4,0,0,-1,-1,0,-4,0,0,0,-1,-1,2,0,0,0,0,0,0,0,0,0,0,-2,-1,10,-1,0,-4,2,-1,2,0,-2,0,-2,0
241852,0,0,1,0,-10,-5,0,-2,2,0,1,1,0,0,0,0,14,0,0,0,0,0,13,0,0,8,0,-1,0,-6,0,4,2,-4,1,0,0,0,0,0
265898,-1,0,4,-1,3,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0
265536,0,0,2,4,6,0,0,3,0,1,1,1,0,3,5,15,0,0,0,0,0,0,0,0,0,2,0,1,0,4,4,4,8,1,0,2,0,2,5,0
235410,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0
226998,-3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
216547,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267201,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-2,0,0,0,0,0,0,0,3
261773,2,9,3,6,7,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,2,0,0,0
242516,-3,-5,7,0,2,3,-4,0,0,0,0,6,3,-1,0,0,0,0,0,0,0,0,13,6,0,0,-3,0,0,2,1,0,1,1,0,3,-3,10,1,2
265275,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
247513,-4,0,-1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0
216460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178509,4,0,2,0,3,0,0,0,1,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,1,1,2,0,1,0,0,0
209658,-2,-1,-6,-5,0,1,0,-3,1,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,-1,-1,-2,-8,-1,0,-1,-5,0,-1,-2,0,0,-12,0,0,0
251517,0,0,0,0,0,0,0,5,6,11,15,1,2,4,4,22,0,0,0,0,0,0,0,0,2,16,1,5,0,0,9,5,15,4,5,0,3,0,3,6
247788,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0
235790,-1,0,4,0,6,4,-14,1,0,1,0,4,6,-1,0,2,0,0,0,0,0,0,3,5,1,0,-1,1,10,4,3,1,2,1,3,3,-2,1,1,0
